round,date,main_1,main_2,main_3,main_4,main_5,main_6,first_prize_games,sales_amount_krw,price_per_game_krw,sold_lines,birthday_count,relevant_sales_amount_audit_only
697,20160409,2,5,8,11,33,39,10,66966141000,1000,66966141,4,33483070500
698,20160416,3,11,13,21,33,37,8,66283268000,1000,66283268,4,33141634000
699,20160423,4,5,8,16,21,29,8,66743146000,1000,66743146,6,33371573000
700,20160430,11,23,28,29,30,44,8,66846276000,1000,66846276,5,33423138000
701,20160507,3,10,14,16,36,38,10,64454138000,1000,64454138,4,32227069000
702,20160514,3,13,16,24,26,29,11,66219854000,1000,66219854,6,33109927000
703,20160521,10,28,31,33,41,44,5,65728988000,1000,65728988,3,32864494000
704,20160528,1,4,8,23,33,42,4,65930117000,1000,65930117,4,32965058500
705,20160604,1,6,17,22,28,45,4,65859843000,1000,65859843,5,32929921500
706,20160611,3,4,6,10,28,30,4,65723488000,1000,65723488,6,32861744000
707,20160618,2,12,19,24,39,44,12,66813924000,1000,66813924,4,33406962000
708,20160625,2,10,16,19,34,45,4,66806307000,1000,66806307,4,33403153500
709,20160702,10,18,30,36,39,44,14,65592504000,1000,65592504,3,32796252000
710,20160709,3,4,9,24,25,33,5,65083972000,1000,65083972,5,32541986000
711,20160716,11,15,24,35,37,45,7,66152746000,1000,66152746,3,33076373000
712,20160723,17,20,30,31,33,45,4,66136318000,1000,66136318,4,33068159000
713,20160730,2,5,15,18,19,23,9,64646552000,1000,64646552,6,32323276000
714,20160806,1,7,22,33,37,40,7,64099989000,1000,64099989,3,32049994500
715,20160813,2,7,27,33,41,44,6,65794607000,1000,65794607,3,32897303500
716,20160820,2,6,13,16,29,30,12,67040169000,1000,67040169,6,33520084500
717,20160827,2,11,19,25,28,32,6,68597839000,1000,68597839,5,34298919500
718,20160903,4,11,20,23,32,39,17,69400763000,1000,69400763,4,34700381500
719,20160910,4,8,13,19,20,43,9,71378392000,1000,71378392,5,35689196000
720,20160917,1,12,29,34,36,37,14,69939090000,1000,69939090,3,34969545000
721,20160924,1,28,35,41,43,44,8,71627567000,1000,71627567,2,35813783500
722,20161001,12,14,21,30,39,43,4,69446489000,1000,69446489,4,34723244500
723,20161008,20,30,33,35,36,44,8,67750231000,1000,67750231,2,33875115500
724,20161015,2,8,33,35,37,41,12,69987274000,1000,69987274,2,34993637000
725,20161022,6,7,19,21,41,43,11,70208676000,1000,70208676,4,35104338000
726,20161029,1,11,21,23,34,44,14,68799295000,1000,68799295,4,34399647500
727,20161105,7,8,10,19,21,31,14,67559139000,1000,67559139,6,33779569500
728,20161112,3,6,10,30,34,37,5,68306112000,1000,68306112,4,34153056000
729,20161119,11,17,21,26,36,45,4,68784161000,1000,68784161,4,34392080500
730,20161126,4,10,14,15,18,22,8,66934105000,1000,66934105,6,33467052500
731,20161203,2,7,13,25,42,45,7,69239673000,1000,69239673,4,34619836500
732,20161210,2,4,5,17,27,32,7,68645948000,1000,68645948,5,34322974000
733,20161217,11,24,32,33,35,40,4,69321488000,1000,69321488,2,34660744000
734,20161224,6,16,37,38,41,45,9,71457582000,1000,71457582,2,35728791000
735,20161231,5,10,13,27,37,41,10,77488209000,1000,77488209,4,38744104500
736,20170107,2,11,17,18,21,27,5,73510203000,1000,73510203,6,36755101500
737,20170114,13,15,18,24,27,41,4,70775944000,1000,70775944,5,35387972000
738,20170121,23,27,28,38,42,43,11,71768122000,1000,71768122,3,35884061000
739,20170128,7,22,29,33,34,35,4,77999661000,1000,77999661,3,38999830500
740,20170204,4,8,9,16,17,19,18,75186520000,1000,75186520,6,37593260000
741,20170211,5,21,27,34,44,45,6,74392585000,1000,74392585,3,37196292500
742,20170218,8,10,13,36,37,40,16,73857792000,1000,73857792,3,36928896000
743,20170225,15,19,21,34,41,44,7,73436852000,1000,73436852,3,36718426000
744,20170304,10,15,18,21,34,41,15,73507293000,1000,73507293,4,36753646500
745,20170311,1,2,3,9,12,23,20,73575119000,1000,73575119,6,36787559500
746,20170318,3,12,33,36,42,45,9,74239579000,1000,74239579,2,37119789500
747,20170325,7,9,12,14,23,28,9,73337880000,1000,73337880,6,36668940000
748,20170401,3,10,13,22,31,32,9,72750277000,1000,72750277,5,36375138500
749,20170408,12,14,24,26,34,45,13,72252889000,1000,72252889,4,36126444500
750,20170415,1,2,15,19,24,36,7,72248100000,1000,72248100,5,36124050000
751,20170422,3,4,16,20,28,44,8,71534233000,1000,71534233,5,35767116500
752,20170429,4,16,20,33,40,43,9,71600822000,1000,71600822,3,35800411000
753,20170506,2,17,19,24,37,41,6,68915001000,1000,68915001,4,34457500500
754,20170513,2,8,17,24,29,31,5,70765850000,1000,70765850,6,35382925000
755,20170520,13,14,26,28,30,36,8,71300635000,1000,71300635,5,35650317500
756,20170527,10,14,16,18,27,28,5,70992946000,1000,70992946,6,35496473000
757,20170603,6,7,11,17,33,44,21,71053002000,1000,71053002,4,35526501000
758,20170610,5,9,12,30,39,43,8,71764259000,1000,71764259,4,35882129500
759,20170617,9,33,36,40,42,43,6,72632208000,1000,72632208,1,36316104000
760,20170624,10,22,27,31,42,43,8,72200797000,1000,72200797,4,36100398500
761,20170701,4,7,11,24,42,45,7,71415903000,1000,71415903,4,35707951500
762,20170708,1,3,12,21,26,41,10,70558895000,1000,70558895,5,35279447500
763,20170715,3,8,16,32,34,43,8,70652100000,1000,70652100,3,35326050000
764,20170722,7,22,24,31,34,36,7,70318932000,1000,70318932,4,35159466000
765,20170729,1,3,8,12,42,43,15,70972360000,1000,70972360,4,35486180000
766,20170805,9,30,34,35,39,41,8,69500769000,1000,69500769,2,34750384500
767,20170812,5,15,20,31,34,42,15,71285599000,1000,71285599,4,35642799500
768,20170819,7,27,29,30,38,44,13,72306975000,1000,72306975,4,36153487500
769,20170826,5,7,11,16,41,45,9,72873431000,1000,72873431,4,36436715500
770,20170902,1,9,12,23,39,43,8,74166379000,1000,74166379,4,37083189500
771,20170909,6,10,17,18,21,29,4,73545939000,1000,73545939,6,36772969500
772,20170916,5,6,11,14,21,41,10,74375369000,1000,74375369,5,37187684500
773,20170923,8,12,19,21,31,35,11,74560597000,1000,74560597,5,37280298500
774,20170930,12,15,18,28,34,42,11,77347021000,1000,77347021,4,38673510500
775,20171007,11,12,29,33,38,42,5,70795452000,1000,70795452,3,35397726000
776,20171014,8,9,18,21,28,40,7,74826082000,1000,74826082,5,37413041000
777,20171021,6,12,17,21,34,37,21,75534360000,1000,75534360,4,37767180000
778,20171028,6,21,35,36,37,41,3,75075606000,1000,75075606,2,37537803000
779,20171104,6,12,19,24,34,41,11,73773676000,1000,73773676,4,36886838000
780,20171111,15,17,19,21,27,45,11,74232084000,1000,74232084,5,37116042000
781,20171118,11,16,18,19,24,39,9,72483157000,1000,72483157,5,36241578500
782,20171125,6,18,31,34,38,45,9,72253973000,1000,72253973,3,36126986500
783,20171202,14,15,16,17,38,45,4,73525256000,1000,73525256,4,36762628000
784,20171209,3,10,23,24,31,39,9,74311382000,1000,74311382,5,37155691000
785,20171216,4,6,15,25,26,33,6,72974563000,1000,72974563,5,36487281500
786,20171223,12,15,16,20,24,30,4,75930156000,1000,75930156,6,37965078000
787,20171230,5,6,13,16,27,28,6,79593923000,1000,79593923,6,39796961500
788,20180106,2,10,11,19,35,39,13,78121882000,1000,78121882,4,39060941000
789,20180113,2,6,7,12,19,45,15,76136603000,1000,76136603,5,38068301500
790,20180120,3,8,19,27,30,41,16,78978881000,1000,78978881,5,39489440500
791,20180127,2,10,12,31,33,42,14,74205844000,1000,74205844,4,37102922000
792,20180203,2,7,19,25,29,36,7,76339003000,1000,76339003,5,38169501500
793,20180210,10,15,21,35,38,43,5,76177477000,1000,76177477,3,38088738500
794,20180217,6,7,18,19,30,38,7,79941579000,1000,79941579,5,39970789500
795,20180224,3,10,13,26,34,38,11,79661342000,1000,79661342,4,39830671000
796,20180303,1,21,26,36,40,41,7,77685943000,1000,77685943,3,38842971500
797,20180310,5,22,31,32,39,45,8,77339940000,1000,77339940,3,38669970000
798,20180317,2,10,14,22,32,36,7,77038759000,1000,77038759,4,38519379500
799,20180324,12,17,23,34,42,45,10,76708986000,1000,76708986,3,38354493000
800,20180331,1,4,10,12,28,45,11,76994062000,1000,76994062,5,38497031000
801,20180407,17,25,28,37,43,44,8,74034792000,1000,74034792,3,37017396000
802,20180414,10,11,12,18,24,42,16,75146781000,1000,75146781,5,37573390500
803,20180421,5,9,14,26,30,43,5,75670793000,1000,75670793,5,37835396500
804,20180428,1,10,13,26,32,36,11,74557028000,1000,74557028,4,37278514000
805,20180505,3,12,13,18,31,32,4,73065981000,1000,73065981,5,36532990500
806,20180512,14,20,23,31,37,38,7,74030583000,1000,74030583,4,37015291500
807,20180519,6,10,18,25,34,35,7,73831580000,1000,73831580,4,36915790000
808,20180526,15,21,31,32,41,43,6,74911438000,1000,74911438,3,37455719000
809,20180602,6,11,15,17,23,40,6,74214104000,1000,74214104,5,37107052000
810,20180609,5,10,13,21,39,43,8,74388355000,1000,74388355,4,37194177500
811,20180616,8,11,19,21,36,45,7,74570813000,1000,74570813,4,37285406500
812,20180623,1,3,12,14,16,43,6,74147816000,1000,74147816,5,37073908000
813,20180630,11,30,34,35,42,44,4,73394947000,1000,73394947,2,36697473500
814,20180707,2,21,28,38,42,45,6,74316543000,1000,74316543,3,37158271500
815,20180714,17,21,25,26,27,36,7,73416400000,1000,73416400,5,36708200000
816,20180721,12,18,19,29,31,39,8,72397826000,1000,72397826,5,36198913000
817,20180728,3,9,12,13,25,43,9,72552766000,1000,72552766,5,36276383000
818,20180804,14,15,25,28,29,30,13,71793353000,1000,71793353,6,35896676500
819,20180811,16,25,33,38,40,45,7,74578907000,1000,74578907,2,37289453500
820,20180818,10,21,22,30,35,42,4,75744571000,1000,75744571,4,37872285500
821,20180825,1,12,13,24,29,44,14,76118239000,1000,76118239,5,38059119500
822,20180901,9,18,20,24,27,36,3,75681739000,1000,75681739,5,37840869500
823,20180908,12,18,24,26,39,40,9,77400124000,1000,77400124,4,38700062000
824,20180915,7,9,24,29,34,38,15,78257422000,1000,78257422,4,39128711000
825,20180922,8,15,21,31,33,38,12,82890578000,1000,82890578,4,41445289000
826,20180929,13,16,24,25,33,36,9,78218740000,1000,78218740,4,39109370000
827,20181006,5,11,12,29,33,44,15,76490125000,1000,76490125,4,38245062500
828,20181013,4,7,13,29,31,39,13,77552827000,1000,77552827,5,38776413500
829,20181020,4,5,31,35,43,45,8,77998807000,1000,77998807,3,38999403500
830,20181027,5,6,16,18,37,38,9,77714000000,1000,77714000,4,38857000000
831,20181103,3,10,16,19,31,39,16,77622753000,1000,77622753,5,38811376500
832,20181110,13,14,19,26,40,43,9,77411900000,1000,77411900,4,38705950000
833,20181117,12,18,30,39,41,42,8,77738402000,1000,77738402,3,38869201000
834,20181124,6,8,18,35,42,43,11,75941791000,1000,75941791,3,37970895500
835,20181201,9,10,13,28,38,45,15,77694435000,1000,77694435,4,38847217500
836,20181208,1,9,11,14,26,28,14,74536697000,1000,74536697,6,37268348500
837,20181215,2,25,28,30,33,45,6,76614176000,1000,76614176,4,38307088000
838,20181222,9,14,17,33,36,38,5,79414484000,1000,79414484,3,39707242000
839,20181229,3,9,11,12,13,19,13,79219710000,1000,79219710,6,39609855000
840,20190105,2,4,11,28,29,43,10,84057771000,1000,84057771,5,42028885500
841,20190112,5,11,14,30,33,38,17,81580789000,1000,81580789,4,40790394500
842,20190119,14,26,32,36,39,42,10,81957444000,1000,81957444,2,40978722000
843,20190126,19,21,30,33,34,42,5,81857498000,1000,81857498,3,40928749000
844,20190202,7,8,13,15,33,45,18,87805610000,1000,87805610,4,43902805000
845,20190209,1,16,29,33,40,45,11,83884034000,1000,83884034,3,41942017000
846,20190216,5,18,30,41,43,45,13,83936839000,1000,83936839,3,41968419500
847,20190223,12,16,26,28,30,42,8,83782512000,1000,83782512,5,41891256000
848,20190302,1,2,16,22,38,39,7,84523266000,1000,84523266,4,42261633000
849,20190309,5,13,17,29,34,39,17,82333674000,1000,82333674,4,41166837000
850,20190316,16,20,24,28,36,39,6,81474176000,1000,81474176,4,40737088000
851,20190323,14,18,22,26,31,44,8,81099116000,1000,81099116,5,40549558000
852,20190330,11,17,28,30,33,35,4,81470793000,1000,81470793,4,40735396500
853,20190406,2,8,23,26,27,44,7,82244370000,1000,82244370,5,41122185000
854,20190413,20,25,31,32,36,43,6,81823338000,1000,81823338,3,40911669000
855,20190420,8,15,17,19,43,44,9,82374732000,1000,82374732,4,41187366000
856,20190427,10,24,40,41,43,44,5,80496424000,1000,80496424,2,40248212000
857,20190504,6,10,16,28,34,38,15,80933117000,1000,80933117,4,40466558500
858,20190511,9,13,32,38,39,43,9,81366889000,1000,81366889,2,40683444500
859,20190518,8,22,35,38,39,41,11,80944223000,1000,80944223,2,40472111500
860,20190525,4,8,18,25,27,32,10,81846672000,1000,81846672,5,40923336000
861,20190601,11,17,19,21,22,25,4,81032551000,1000,81032551,6,40516275500
862,20190608,10,34,38,40,42,43,9,80609005000,1000,80609005,1,40304502500
863,20190615,16,21,28,35,39,43,7,81288540000,1000,81288540,3,40644270000
864,20190622,3,7,10,13,25,36,11,82220290000,1000,82220290,5,41110145000
865,20190629,3,15,22,32,33,45,13,81748217000,1000,81748217,3,40874108500
866,20190706,9,15,29,34,37,39,9,81961886000,1000,81961886,3,40980943000
867,20190713,14,17,19,22,24,40,5,81607190000,1000,81607190,5,40803595000
868,20190720,12,17,28,41,43,44,6,80549078000,1000,80549078,3,40274539000
869,20190727,2,6,20,27,37,39,10,80268389000,1000,80268389,4,40134194500
870,20190803,21,25,30,32,40,42,10,78688663000,1000,78688663,3,39344331500
871,20190810,2,6,12,26,30,34,7,79527502000,1000,79527502,5,39763751000
872,20190817,2,4,30,32,33,43,16,81002518000,1000,81002518,3,40501259000
873,20190824,3,5,12,13,33,39,10,82375586000,1000,82375586,4,41187793000
874,20190831,1,15,19,23,28,42,18,82990138000,1000,82990138,5,41495069000
875,20190907,19,22,30,34,39,44,14,80635281000,1000,80635281,3,40317640500
876,20190914,5,16,21,26,34,42,19,85088368000,1000,85088368,4,42544184000
877,20190921,5,17,18,22,23,43,12,84584730000,1000,84584730,5,42292365000
878,20190928,2,6,11,16,25,31,6,84183676000,1000,84183676,6,42091838000
879,20191005,1,4,10,14,15,35,6,83174251000,1000,83174251,5,41587125500
880,20191012,7,17,19,23,24,45,7,83862502000,1000,83862502,5,41931251000
881,20191019,4,18,20,26,27,32,8,84495552000,1000,84495552,5,42247776000
882,20191026,18,34,39,43,44,45,5,84351602000,1000,84351602,1,42175801000
883,20191102,9,18,32,33,37,44,15,85624171000,1000,85624171,2,42812085500
884,20191109,4,14,23,28,37,45,12,86554613000,1000,86554613,4,43277306500
885,20191116,1,3,24,27,39,45,13,83396319000,1000,83396319,4,41698159500
886,20191123,19,23,28,37,42,45,7,84186094000,1000,84186094,3,42093047000
887,20191130,8,14,17,27,36,45,8,84416872000,1000,84416872,4,42208436000
888,20191207,3,7,12,31,34,38,8,82777313000,1000,82777313,4,41388656500
889,20191214,3,13,29,38,39,42,10,86734222000,1000,86734222,3,43367111000
890,20191221,1,4,14,18,29,37,9,86693498000,1000,86693498,5,43346749000
891,20191228,9,13,28,31,39,41,7,89742677000,1000,89742677,4,44871338500
892,20200104,4,9,17,18,26,42,17,93091115000,1000,93091115,5,46545557500
893,20200111,1,15,17,23,25,41,9,87661567000,1000,87661567,5,43830783500
894,20200118,19,32,37,40,41,43,9,88465183000,1000,88465183,1,44232591500
895,20200125,16,26,31,38,39,41,12,96962255000,1000,96962255,3,48481127500
896,20200201,5,12,25,26,38,45,7,90461998000,1000,90461998,4,45230999000
897,20200208,6,7,12,22,26,36,13,88231474000,1000,88231474,5,44115737000
898,20200215,18,21,28,35,37,42,8,90067839000,1000,90067839,3,45033919500
899,20200222,8,19,20,21,33,39,6,85877347000,1000,85877347,4,42938673500
900,20200229,7,13,16,18,35,38,6,83639372000,1000,83639372,4,41819686000
901,20200307,5,18,20,23,30,34,9,84783962000,1000,84783962,5,42391981000
902,20200314,7,19,23,24,36,39,13,87501981000,1000,87501981,4,43750990500
903,20200321,2,15,16,21,22,28,13,88625160000,1000,88625160,6,44312580000
904,20200328,2,6,8,26,43,45,8,88938220000,1000,88938220,4,44469110000
905,20200404,3,4,16,27,38,40,7,90357634000,1000,90357634,4,45178817000
906,20200411,2,5,14,28,31,32,9,90948274000,1000,90948274,5,45474137000
907,20200418,21,27,29,38,40,44,7,89331282000,1000,89331282,3,44665641000
908,20200425,3,16,21,22,23,44,8,89923601000,1000,89923601,5,44961800500
909,20200502,7,24,29,30,34,35,11,89543261000,1000,89543261,4,44771630500
910,20200509,1,11,17,27,35,39,21,86308857000,1000,86308857,4,43154428500
911,20200516,4,5,12,14,32,42,10,89332410000,1000,89332410,4,44666205000
912,20200523,5,8,18,21,22,38,14,88599155000,1000,88599155,5,44299577500
913,20200530,6,14,16,21,27,37,16,89336949000,1000,89336949,5,44668474500
914,20200606,16,19,24,33,42,44,11,89558503000,1000,89558503,3,44779251500
915,20200613,2,6,11,13,22,37,6,87862418000,1000,87862418,5,43931209000
916,20200620,6,21,22,32,35,36,11,89133044000,1000,89133044,3,44566522000
917,20200627,1,3,23,24,27,43,10,88950867000,1000,88950867,5,44475433500
918,20200704,7,11,12,31,33,38,18,89200857000,1000,89200857,4,44600428500
919,20200711,9,14,17,18,42,44,5,90218056000,1000,90218056,4,45109028000
920,20200718,2,3,26,33,34,43,7,89805177000,1000,89805177,3,44902588500
921,20200725,5,7,12,22,28,41,17,89888341000,1000,89888341,5,44944170500
922,20200801,2,6,13,17,27,43,6,89266682000,1000,89266682,5,44633341000
923,20200808,3,17,18,23,36,41,8,87867402000,1000,87867402,4,43933701000
924,20200815,3,11,34,42,43,44,9,87708256000,1000,87708256,2,43854128000
925,20200822,13,24,32,34,39,42,12,87901067000,1000,87901067,2,43950533500
926,20200829,10,16,18,20,25,31,10,88372251000,1000,88372251,6,44186125500
927,20200905,4,15,22,38,41,43,6,91067752000,1000,91067752,3,45533876000
928,20200912,3,4,10,20,28,44,7,90818982000,1000,90818982,5,45409491000
929,20200919,7,9,12,15,19,23,16,92344620000,1000,92344620,6,46172310000
930,20200926,8,21,25,38,39,44,8,94518415000,1000,94518415,3,47259207500
931,20201003,14,15,23,25,35,43,8,95695802000,1000,95695802,4,47847901000
932,20201010,1,6,15,36,37,38,7,96049289000,1000,96049289,3,48024644500
933,20201017,23,27,29,31,36,45,8,93484851000,1000,93484851,4,46742425500
934,20201024,1,3,30,33,36,39,4,93028347000,1000,93028347,3,46514173500
935,20201031,4,10,20,32,38,44,13,93934898000,1000,93934898,3,46967449000
936,20201107,7,11,13,17,18,29,14,92246146000,1000,92246146,6,46123073000
937,20201114,2,10,13,22,29,40,11,93720454000,1000,93720454,5,46860227000
938,20201121,4,8,10,16,31,36,10,93452425000,1000,93452425,5,46726212500
939,20201128,4,11,28,39,42,45,13,93340002000,1000,93340002,3,46670001000
940,20201205,3,15,20,22,24,41,8,93920183000,1000,93920183,5,46960091500
941,20201212,12,14,25,27,39,40,16,94867600000,1000,94867600,4,47433800000
942,20201219,10,12,18,35,42,43,6,92731965000,1000,92731965,3,46365982500
943,20201226,1,8,13,36,44,45,7,100081432000,1000,100081432,3,50040716000
944,20210102,2,13,16,19,32,33,13,107181377000,1000,107181377,4,53590688500
945,20210109,9,10,15,30,33,37,13,94837109000,1000,94837109,4,47418554500
946,20210116,9,18,19,30,34,40,11,99380178000,1000,99380178,4,49690089000
947,20210123,3,8,17,20,27,35,18,99449916000,1000,99449916,5,49724958000
948,20210130,13,18,30,31,38,41,11,100519459000,1000,100519459,4,50259729500
949,20210206,14,21,35,36,40,44,10,100518909000,1000,100518909,2,50259454500
950,20210213,3,4,15,22,28,40,8,108870714000,1000,108870714,5,54435357000
951,20210220,2,12,30,31,39,43,14,102937006000,1000,102937006,4,51468503000
952,20210227,4,12,22,24,33,41,9,102355646000,1000,102355646,4,51177823000
953,20210306,7,9,22,27,37,42,14,99180891000,1000,99180891,4,49590445500
954,20210313,1,9,26,28,30,41,10,101455314000,1000,101455314,5,50727657000
955,20210320,4,9,23,26,29,33,12,99784736000,1000,99784736,5,49892368000
956,20210327,10,11,20,21,25,41,11,97065255000,1000,97065255,5,48532627500
957,20210403,4,15,24,35,36,40,11,96654698000,1000,96654698,3,48327349000
958,20210410,2,9,10,16,35,37,15,98635947000,1000,98635947,4,49317973500
959,20210417,1,14,15,24,40,41,8,97435835000,1000,97435835,4,48717917500
960,20210424,2,18,24,30,32,45,10,98784879000,1000,98784879,4,49392439500
961,20210501,11,20,29,31,33,42,9,97153309000,1000,97153309,4,48576654500
962,20210508,1,18,28,31,34,43,12,95956365000,1000,95956365,4,47978182500
963,20210515,6,12,19,23,34,42,15,95452215000,1000,95452215,4,47726107500
964,20210522,6,21,36,38,39,43,10,95549895000,1000,95549895,2,47774947500
965,20210529,2,13,25,28,29,36,7,96174650000,1000,96174650,5,48087325000
966,20210605,1,21,25,29,34,37,10,95640447000,1000,95640447,4,47820223500
967,20210612,1,6,13,37,38,40,4,94515565000,1000,94515565,3,47257782500
968,20210619,2,5,12,14,24,39,13,95924229000,1000,95924229,5,47962114500
969,20210626,3,9,10,29,40,45,20,96728751000,1000,96728751,4,48364375500
970,20210703,9,11,16,21,28,36,14,93268371000,1000,93268371,5,46634185500
971,20210710,2,6,17,18,21,26,6,94471924000,1000,94471924,6,47235962000
972,20210717,3,6,17,23,37,39,20,93916813000,1000,93916813,4,46958406500
973,20210724,22,26,31,37,41,42,8,93953872000,1000,93953872,3,46976936000
974,20210731,1,2,11,16,39,44,17,94146055000,1000,94146055,4,47073027500
975,20210807,7,8,9,17,22,24,9,94253719000,1000,94253719,6,47126859500
976,20210814,4,12,14,25,35,37,7,97492178000,1000,97492178,4,48746089000
977,20210821,2,9,10,14,22,44,14,95895844000,1000,95895844,5,47947922000
978,20210828,1,7,15,32,34,42,10,98855197000,1000,98855197,3,49427598500
979,20210904,7,11,16,21,27,33,14,99507886000,1000,99507886,5,49753943000
980,20210911,3,13,16,23,24,35,7,99593380000,1000,99593380,5,49796690000
981,20210918,27,36,37,41,43,45,13,105645424000,1000,105645424,1,52822712000
982,20210925,5,7,13,20,21,44,8,101344251000,1000,101344251,5,50672125500
983,20211002,13,23,26,31,35,43,10,101899006000,1000,101899006,4,50949503000
984,20211009,3,10,23,35,36,37,7,98762367000,1000,98762367,3,49381183500
985,20211016,17,21,23,30,34,44,10,98811446000,1000,98811446,4,49405723000
986,20211023,7,10,16,28,41,42,10,99041240000,1000,99041240,4,49520620000
987,20211030,2,4,15,23,29,38,10,100269530000,1000,100269530,5,50134765000
988,20211106,2,13,20,30,31,41,9,98606195000,1000,98606195,5,49303097500
989,20211113,17,18,21,27,29,33,4,96525658000,1000,96525658,5,48262829000
990,20211120,2,4,25,26,36,37,14,99567047000,1000,99567047,4,49783523500
991,20211127,13,18,25,31,33,44,8,98026282000,1000,98026282,4,49013141000
992,20211204,12,20,26,33,44,45,12,97066498000,1000,97066498,3,48533249000
993,20211211,6,14,16,18,24,42,6,99323653000,1000,99323653,5,49661826500
994,20211218,1,3,8,24,27,35,12,95530936000,1000,95530936,5,47765468000
995,20211225,1,4,13,29,38,39,7,100878455000,1000,100878455,4,50439227500
996,20220101,6,11,15,24,32,39,18,112624327000,1000,112624327,4,56312163500
997,20220108,4,7,14,16,24,44,19,102431961000,1000,102431961,5,51215980500
998,20220115,13,17,18,20,42,45,12,101681869000,1000,101681869,4,50840934500
999,20220122,1,3,9,14,18,28,16,102581351000,1000,102581351,6,51290675500
1000,20220129,2,8,19,22,32,42,22,118628811000,1000,118628811,4,59314405500
1001,20220205,6,10,12,14,20,42,12,103967487000,1000,103967487,5,51983743500
1002,20220212,17,25,33,35,38,45,8,105795484000,1000,105795484,2,52897742000
1003,20220219,1,4,29,39,43,45,14,103479378000,1000,103479378,3,51739689000
1004,20220226,7,15,30,37,39,44,10,106112471000,1000,106112471,3,53056235500
1005,20220305,8,13,18,24,27,29,12,103755249000,1000,103755249,6,51877624500
1006,20220312,8,11,15,16,17,37,9,104542431000,1000,104542431,5,52271215500
1007,20220319,8,11,16,19,21,25,9,101530003000,1000,101530003,6,50765001500
1008,20220326,9,11,30,31,41,44,11,103727042000,1000,103727042,4,51863521000
1009,20220402,15,23,29,34,40,44,15,103771363000,1000,103771363,3,51885681500
1010,20220409,9,12,15,25,34,36,8,103011505000,1000,103011505,4,51505752500
1011,20220416,1,9,12,26,35,38,11,101799373000,1000,101799373,4,50899686500
1012,20220423,5,11,18,20,35,45,13,101948323000,1000,101948323,4,50974161500
1013,20220430,21,22,26,34,36,41,5,101747653000,1000,101747653,3,50873826500
1014,20220507,3,11,14,18,26,27,10,102396369000,1000,102396369,6,51198184500
1015,20220514,14,23,31,33,37,40,8,102562683000,1000,102562683,3,51281341500
1016,20220521,15,26,28,34,41,42,11,101583153000,1000,101583153,3,50791576500
1017,20220528,12,18,22,23,30,34,7,101382790000,1000,101382790,5,50691395000
1018,20220604,3,19,21,25,37,45,2,101151805000,1000,101151805,4,50575902500
1019,20220611,1,4,13,17,34,39,50,102804882000,1000,102804882,4,51402441000
1020,20220618,12,27,29,38,41,45,13,104996396000,1000,104996396,3,52498198000
1021,20220625,12,15,17,24,29,45,12,101960162000,1000,101960162,5,50980081000
1022,20220702,5,6,11,29,42,45,5,99233031000,1000,99233031,4,49616515500
1023,20220709,10,14,16,18,29,35,9,100399659000,1000,100399659,5,50199829500
1024,20220716,9,18,20,22,38,44,8,100081038000,1000,100081038,4,50040519000
1025,20220723,8,9,20,25,29,33,4,101318529000,1000,101318529,5,50659264500
1026,20220730,5,12,13,31,32,41,15,101556379000,1000,101556379,4,50778189500
1027,20220806,14,16,27,35,39,45,10,101195159000,1000,101195159,3,50597579500
1028,20220813,5,7,12,13,18,35,20,100613537000,1000,100613537,5,50306768500
1029,20220820,12,30,32,37,39,41,10,101336312000,1000,101336312,2,50668156000
1030,20220827,2,5,11,17,24,29,19,104899923000,1000,104899923,6,52449961500
1031,20220903,6,7,22,32,35,36,8,104316078000,1000,104316078,3,52158039000
1032,20220910,1,6,12,19,36,42,10,110907011000,1000,110907011,4,55453505500
1033,20220917,3,11,15,20,35,44,13,104642258000,1000,104642258,4,52321129000
1034,20220924,26,31,32,33,38,40,9,107150089000,1000,107150089,2,53575044500
1035,20221001,9,14,34,35,41,42,8,106759523000,1000,106759523,2,53379761500
1036,20221008,2,5,22,32,34,45,9,103753936000,1000,103753936,3,51876968000
1037,20221015,2,14,15,22,27,33,15,104840173000,1000,104840173,5,52420086500
1038,20221022,7,16,24,27,37,44,15,104932409000,1000,104932409,4,52466204500
1039,20221029,2,3,6,19,36,39,16,105259066000,1000,105259066,4,52629533000
1040,20221105,8,16,26,29,31,36,7,104007239000,1000,104007239,5,52003619500
1041,20221112,6,7,9,11,17,18,25,105301601000,1000,105301601,6,52650800500
1042,20221119,5,14,15,23,34,43,20,106510259000,1000,106510259,4,53255129500
1043,20221126,3,5,12,22,26,31,17,107045942000,1000,107045942,6,53522971000
1044,20221203,12,17,20,26,28,36,8,102891973000,1000,102891973,5,51445986500
1045,20221210,6,14,15,19,21,41,13,105380282000,1000,105380282,5,52690141000
1046,20221217,7,16,25,29,35,36,12,100923993000,1000,100923993,4,50461996500
1047,20221224,2,20,33,40,42,44,9,103058179000,1000,103058179,2,51529089500
1048,20221231,6,12,17,21,32,39,17,117323901000,1000,117323901,4,58661950500
1049,20230107,3,5,13,20,21,37,15,108444724000,1000,108444724,5,54222362000
1050,20230114,6,12,31,35,38,43,17,108072602000,1000,108072602,3,54036301000
1051,20230121,21,26,30,32,33,35,18,119243907000,1000,119243907,3,59621953500
