target_round,source_round,source_main6,pair_completions,vote_counts,candidate_count,candidates_ordered,source_member_candidate_count_r,source_target_intersection_c,research_A,research_B,leftovers,candidate_hit_count,A_exact_hit_count,B_exact_hit_count,future_leakage_flag
71,70,5 19 22 25 28 43,5-19>3;5-22>9;5-25>15;5-28>6;5-43>42;19-22>43;19-25>37;19-28>31;19-43>22;22-25>31;22-28>40;22-43>19;25-28>34;25-43>16;28-43>13,31:2 3:1 6:1 9:1 13:1 15:1 16:1 19:1 22:1 34:1 37:1 40:1 42:1 43:1,1,31,0,1,,,,0,,,0
72,71,5 9 12 16 29 41,5-9>22;5-12>16;5-16>12;5-29>8;5-41>44;9-12>18;9-16>8;9-29>4;9-41>37;12-16>5;12-29>1;12-41>43;16-29>45;16-41>21;29-41>23,8:2 1:1 4:1 5:1 12:1 16:1 18:1 21:1 22:1 23:1 37:1 43:1 44:1 45:1,1,8,0,0,,,,0,,,0
73,72,2 4 11 17 26 27,2-4>18;2-11>29;2-17>32;2-26>5;2-27>7;4-11>30;4-17>15;4-26>3;4-27>5;11-17>8;11-26>41;11-27>13;17-26>44;17-27>37;26-27>34,5:2 3:1 7:1 8:1 13:1 15:1 18:1 29:1 30:1 32:1 34:1 37:1 41:1 44:1,1,5,0,0,,,,0,,,0
74,73,3 12 18 32 40 43,3-12>30;3-18>33;3-32>34;3-40>41;3-43>38;12-18>9;12-32>37;12-40>44;12-43>41;18-32>16;18-40>17;18-43>23;32-40>6;32-43>15;40-43>4,41:2 4:1 6:1 9:1 15:1 16:1 17:1 23:1 30:1 33:1 34:1 37:1 38:1 44:1,1,41,0,2,,,,0,,,0
75,74,6 15 17 18 35 40,6-15>18;6-17>13;6-18>15;6-35>37;6-40>32;15-17>4;15-18>6;15-35>40;15-40>35;17-18>40;17-35>23;17-40>18;18-35>22;18-40>17;35-40>15,15:2 18:2 40:2 4:1 6:1 13:1 17:1 22:1 23:1 32:1 35:1 37:1,3,15 18 40,3,0,15 18 40,,,0,0,,0
76,75,2 5 24 32 34 44,2-5>26;2-24>1;2-32>17;2-34>45;2-44>35;5-24>13;5-32>38;5-34>36;5-44>41;24-32>25;24-34>29;24-44>19;32-34>3;32-44>8;34-44>9,1:1 3:1 8:1 9:1 13:1 17:1 19:1 25:1 26:1 29:1 35:1 36:1 38:1 41:1 45:1,0,,0,0,,,,0,,,0
77,76,1 3 15 22 25 37,1-3>17;1-15>23;1-22>13;1-25>4;1-37>40;3-15>24;3-22>11;3-25>2;3-37>44;15-22>14;15-25>5;15-37>38;22-25>31;22-37>7;25-37>19,2:1 4:1 5:1 7:1 11:1 13:1 14:1 17:1 19:1 23:1 24:1 31:1 38:1 40:1 44:1,0,,0,0,,,,0,,,0
78,77,2 18 29 32 43 44,2-18>4;2-29>11;2-32>17;2-43>36;2-44>35;18-29>31;18-32>16;18-43>23;18-44>25;29-32>20;29-43>27;29-44>14;32-43>15;32-44>8;43-44>6,4:1 6:1 8:1 11:1 14:1 15:1 16:1 17:1 20:1 23:1 25:1 27:1 31:1 35:1 36:1,0,,0,1,,,,0,,,0
79,78,10 13 25 29 33 35,10-13>19;10-25>40;10-29>3;10-33>32;10-35>45;13-25>7;13-29>15;13-33>38;13-35>36;25-29>42;25-33>26;25-35>30;29-33>22;29-35>26;33-35>4,26:2 3:1 4:1 7:1 15:1 19:1 22:1 30:1 32:1 36:1 38:1 40:1 42:1 45:1,1,26,0,0,,,,0,,,0
80,79,3 12 24 27 30 32,3-12>30;3-24>15;3-27>6;3-30>12;3-32>34;12-24>6;12-27>42;12-30>3;12-32>37;24-27>33;24-30>42;24-32>25;27-30>36;27-32>22;30-32>19,6:2 42:2 3:1 12:1 15:1 19:1 22:1 25:1 30:1 33:1 34:1 36:1 37:1,2,6 42,0,2,,,,0,,,0
81,80,17 18 24 25 26 30,17-18>40;17-24>43;17-25>36;17-26>44;17-30>31;18-24>36;18-25>44;18-26>37;18-30>39;24-25>32;24-26>40;24-30>42;25-26>33;25-30>35;26-30>43,36:2 40:2 43:2 44:2 31:1 32:1 33:1 35:1 37:1 39:1 42:1,4,36 40 43 44,0,0,36 40 43,,44,0,0,,0
82,81,5 7 11 13 20 33,5-7>21;5-11>23;5-13>24;5-20>35;5-33>37;7-11>24;7-13>25;7-20>3;7-33>41;11-13>27;11-20>14;11-33>34;13-20>12;13-33>38;20-33>16,24:2 3:1 12:1 14:1 16:1 21:1 23:1 25:1 27:1 34:1 35:1 37:1 38:1 41:1,1,24,0,0,,,,0,,,0
83,82,1 2 3 14 27 42,1-2>24;1-3>17;1-14>30;1-27>8;1-42>35;2-3>25;2-14>23;2-27>7;2-42>37;3-14>16;3-27>6;3-42>39;14-27>10;14-42>31;27-42>12,6:1 7:1 8:1 10:1 12:1 16:1 17:1 23:1 24:1 25:1 30:1 31:1 35:1 37:1 39:1,0,,0,0,,,,0,,,0
84,83,6 10 15 17 19 34,6-10>23;6-15>18;6-17>13;6-19>2;6-34>38;10-15>20;10-17>9;10-19>13;10-34>31;15-17>4;15-19>8;15-34>41;17-19>33;17-34>21;19-34>4,4:2 13:2 2:1 8:1 9:1 18:1 20:1 21:1 23:1 31:1 33:1 38:1 41:1,2,4 13,0,1,,,,0,,,0
85,84,16 23 27 34 42 45,16-23>42;16-27>44;16-34>22;16-42>23;16-45>29;23-27>40;23-34>30;23-42>16;23-45>22;27-34>26;27-42>12;27-45>18;34-42>8;34-45>2;42-45>6,22:2 2:1 6:1 8:1 12:1 16:1 18:1 23:1 26:1 29:1 30:1 40:1 42:1 44:1,1,22,0,1,,,,0,,,0
86,85,6 8 13 23 31 36,6-8>22;6-13>17;6-23>10;6-31>41;6-36>21;8-13>18;8-23>38;8-31>45;8-36>40;13-23>3;13-31>40;13-36>35;23-31>24;23-36>19;31-36>11,40:2 3:1 10:1 11:1 17:1 18:1 19:1 21:1 22:1 24:1 35:1 38:1 41:1 45:1,1,40,0,0,,,,0,,,0
87,86,2 12 37 39 41 45,2-12>22;2-37>42;2-39>40;2-41>38;2-45>34;12-37>32;12-39>45;12-41>43;12-45>39;37-39>8;37-41>9;37-45>11;39-41>10;39-45>12;41-45>13,8:1 9:1 10:1 11:1 12:1 13:1 22:1 32:1 34:1 38:1 39:1 40:1 42:1 43:1 45:1,0,,0,1,,,,0,,,0
88,87,4 12 16 23 34 43,4-12>23;4-16>13;4-23>12;4-34>19;4-43>40;12-16>5;12-23>4;12-34>35;12-43>41;16-23>42;16-34>22;16-43>25;23-34>30;23-43>18;34-43>1,1:1 4:1 5:1 12:1 13:1 18:1 19:1 22:1 23:1 25:1 30:1 35:1 40:1 41:1 42:1,0,,0,0,,,,0,,,0
89,88,1 17 20 24 30 41,1-17>3;1-20>9;1-24>2;1-30>14;1-41>36;17-20>41;17-24>43;17-30>31;17-41>20;20-24>37;20-30>40;20-41>17;24-30>42;24-41>28;30-41>22,2:1 3:1 9:1 14:1 17:1 20:1 22:1 28:1 31:1 36:1 37:1 40:1 41:1 42:1 43:1,0,,0,0,,,,0,,,0
90,89,4 26 28 29 33 40,4-26>3;4-28>7;4-29>9;4-33>35;4-40>43;26-28>42;26-29>35;26-33>25;26-40>24;28-29>36;28-33>23;28-40>22;29-33>22;29-40>21;33-40>14,22:2 35:2 3:1 7:1 9:1 14:1 21:1 23:1 24:1 25:1 36:1 42:1 43:1,2,22 35,0,1,,,,1,,,0
91,90,17 20 29 35 38 44,17-20>41;17-29>38;17-35>23;17-38>29;17-44>26;20-29>32;20-35>5;20-38>26;20-44>23;29-35>26;29-38>17;29-44>14;35-38>14;35-44>2;38-44>11,26:3 14:2 23:2 2:1 5:1 11:1 17:1 29:1 32:1 38:1 41:1,3,26 14 23,0,1,26 14 23,,,1,1,,0
92,91,1 21 24 26 29 42,1-21>11;1-24>2;1-26>6;1-29>12;1-42>35;21-24>45;21-26>31;21-29>40;21-42>18;24-26>40;24-29>34;24-42>30;26-29>35;26-42>28;29-42>25,35:2 40:2 2:1 6:1 11:1 12:1 18:1 25:1 28:1 30:1 31:1 34:1 45:1,2,35 40,0,1,,,,1,,,0
93,92,3 14 24 33 35 36,3-14>16;3-24>15;3-33>18;3-35>31;3-36>45;14-24>4;14-33>40;14-35>38;14-36>37;24-33>27;24-35>16;24-36>18;33-35>4;33-36>12;35-36>13,4:2 16:2 18:2 12:1 13:1 15:1 27:1 31:1 37:1 38:1 40:1 45:1,3,4 16 18,0,2,4 16 18,,,0,0,,0
94,93,6 22 24 36 38 44,6-22>8;6-24>12;6-36>21;6-38>34;6-44>43;22-24>38;22-36>20;22-38>24;22-44>21;24-36>18;24-38>22;24-44>19;36-38>7;36-44>10;38-44>11,21:2 7:1 8:1 10:1 11:1 12:1 18:1 19:1 20:1 22:1 24:1 34:1 38:1 43:1,1,21,0,0,,,,0,,,0
95,94,5 32 34 40 41 45,5-32>38;5-34>36;5-40>45;5-41>44;5-45>40;32-34>3;32-40>6;32-41>14;32-45>1;34-40>7;34-41>15;34-45>2;40-41>3;40-45>5;41-45>13,3:2 1:1 2:1 5:1 6:1 7:1 13:1 14:1 15:1 36:1 38:1 40:1 44:1 45:1,1,3,0,1,,,,0,,,0
96,95,8 17 27 31 34 43,8-17>11;8-27>1;8-31>45;8-34>42;8-43>33;17-27>37;17-31>30;17-34>21;17-43>24;27-31>20;27-34>26;27-43>29;31-34>10;31-43>7;34-43>1,1:2 7:1 10:1 11:1 20:1 21:1 24:1 26:1 29:1 30:1 33:1 37:1 42:1 45:1,1,1,0,2,,,,1,,,0
97,96,1 3 8 21 22 31,1-3>17;1-8>27;1-21>11;1-22>13;1-31>16;3-8>28;3-21>9;3-22>11;3-31>35;8-21>4;8-22>6;8-31>45;21-22>44;21-31>26;22-31>25,11:2 4:1 6:1 9:1 13:1 16:1 17:1 25:1 26:1 27:1 28:1 35:1 44:1 45:1,1,11,0,0,,,,0,,,0
98,97,6 7 14 15 20 36,6-7>29;6-14>25;6-15>18;6-20>4;6-36>21;7-14>18;7-15>26;7-20>3;7-36>38;14-15>22;14-20>11;14-36>37;15-20>10;15-36>39;20-36>22,18:2 22:2 3:1 4:1 10:1 11:1 21:1 25:1 26:1 29:1 37:1 38:1 39:1,2,18 22,0,1,,,,0,,,0
99,98,6 9 16 23 24 32,6-9>30;6-16>11;6-23>10;6-24>12;6-32>40;9-16>8;9-23>7;9-24>39;9-32>31;16-23>42;16-24>35;16-32>18;23-24>31;23-32>26;24-32>25,31:2 7:1 8:1 10:1 11:1 12:1 18:1 25:1 26:1 30:1 35:1 39:1 40:1 42:1,1,31,0,0,,,,0,,,0
100,99,1 3 10 27 29 37,1-3>17;1-10>28;1-27>8;1-29>12;1-37>40;3-10>29;3-27>6;3-29>10;3-37>44;10-27>14;10-29>3;10-37>43;27-29>43;27-37>17;29-37>30,17:2 43:2 3:1 6:1 8:1 10:1 12:1 14:1 28:1 29:1 30:1 40:1 44:1,2,17 43,0,2,,,,0,,,0
101,100,1 7 11 23 37 42,1-7>19;1-11>21;1-23>15;1-37>40;1-42>35;7-11>24;7-23>9;7-37>22;7-42>32;11-23>5;11-37>45;11-42>40;23-37>21;23-42>16;37-42>2,21:2 40:2 2:1 5:1 9:1 15:1 16:1 19:1 22:1 24:1 32:1 35:1 45:1,2,21 40,0,1,,,,0,,,0
102,101,1 3 17 32 35 45,1-3>17;1-17>3;1-32>45;1-35>42;1-45>32;3-17>1;3-32>34;3-35>31;3-45>36;17-32>2;17-35>23;17-45>28;32-35>11;32-45>1;35-45>10,1:2 2:1 3:1 10:1 11:1 17:1 23:1 28:1 31:1 32:1 34:1 36:1 42:1 45:1,1,1,1,2,,,,0,,,0
103,102,17 22 24 26 35 40,17-22>42;17-24>43;17-26>44;17-35>23;17-40>18;22-24>38;22-26>39;22-35>18;22-40>28;24-26>40;24-35>16;24-40>26;26-35>29;26-40>24;35-40>15,18:2 15:1 16:1 23:1 24:1 26:1 28:1 29:1 38:1 39:1 40:1 42:1 43:1 44:1,1,18,0,0,,,,0,,,0
104,103,5 14 15 27 30 45,5-14>17;5-15>25;5-27>4;5-30>10;5-45>40;14-15>22;14-27>10;14-30>1;14-45>43;15-27>9;15-30>45;15-45>30;27-30>36;27-45>18;30-45>15,10:2 1:1 4:1 9:1 15:1 17:1 18:1 22:1 25:1 30:1 36:1 40:1 43:1 45:1,1,10,0,0,,,,0,,,0
105,104,17 32 33 34 42 44,17-32>2;17-33>19;17-34>21;17-42>22;17-44>26;32-33>10;32-34>3;32-42>7;32-44>8;33-34>11;33-42>15;33-44>1;34-42>8;34-44>9;42-44>13,8:2 1:1 2:1 3:1 7:1 9:1 10:1 11:1 13:1 15:1 19:1 21:1 22:1 26:1,1,8,0,1,,,,1,,,0
106,105,8 10 20 34 41 45,8-10>24;8-20>2;8-34>42;8-41>35;8-45>31;10-20>15;10-34>31;10-41>39;10-45>35;20-34>18;20-41>17;20-45>25;34-41>15;34-45>2;41-45>13,2:2 15:2 31:2 35:2 13:1 17:1 18:1 24:1 25:1 39:1 42:1,4,2 15 31 35,0,1,2 15 31,,35,0,0,,0
107,106,4 10 12 22 24 33,4-10>22;4-12>23;4-22>10;4-24>14;4-33>35;10-12>26;10-22>4;10-24>8;10-33>32;12-22>2;12-24>6;12-33>36;22-24>38;22-33>29;24-33>27,2:1 4:1 6:1 8:1 10:1 14:1 22:1 23:1 26:1 27:1 29:1 32:1 35:1 36:1 38:1,0,,0,1,,,,0,,,0
108,107,1 4 5 6 9 31,1-4>25;1-5>18;1-6>26;1-9>20;1-31>16;4-5>27;4-6>20;4-9>29;4-31>37;5-6>28;5-9>22;5-31>39;6-9>30;6-31>41;9-31>32,20:2 16:1 18:1 22:1 25:1 26:1 27:1 28:1 29:1 30:1 32:1 37:1 39:1 41:1,1,20,0,0,,,,0,,,0
109,108,7 18 22 23 29 44,7-18>14;7-22>37;7-23>9;7-29>6;7-44>45;18-22>35;18-23>43;18-29>31;18-44>25;22-23>45;22-29>33;22-44>21;23-29>41;23-44>20;29-44>14,14:2 45:2 6:1 9:1 20:1 21:1 25:1 31:1 33:1 35:1 37:1 41:1 43:1,2,14 45,0,1,,,,0,,,0
110,109,1 5 34 36 42 44,1-5>18;1-34>43;1-36>41;1-42>35;1-44>33;5-34>36;5-36>34;5-42>43;5-44>41;34-36>5;34-42>8;34-44>9;36-42>9;36-44>10;42-44>13,9:2 41:2 43:2 5:1 8:1 10:1 13:1 18:1 33:1 34:1 35:1 36:1,3,9 41 43,0,0,9 41 43,,,1,1,,0
111,110,7 20 22 23 29 43,7-20>3;7-22>37;7-23>9;7-29>6;7-43>31;20-22>36;20-23>44;20-29>32;20-43>21;22-23>45;22-29>33;22-43>19;23-29>41;23-43>18;29-43>27,3:1 6:1 9:1 18:1 19:1 21:1 27:1 31:1 32:1 33:1 36:1 37:1 41:1 44:1 45:1,0,,0,1,,,,0,,,0
112,111,7 18 31 33 36 40,7-18>14;7-31>43;7-33>41;7-36>38;7-40>34;18-31>29;18-33>3;18-36>24;18-40>17;31-33>2;31-36>11;31-40>13;33-36>12;33-40>14;36-40>8,14:2 2:1 3:1 8:1 11:1 12:1 13:1 17:1 24:1 29:1 34:1 38:1 41:1 43:1,1,14,0,1,,,,0,,,0
113,112,26 29 30 33 41 42,26-29>35;26-30>43;26-33>25;26-41>11;26-42>28;29-30>37;29-33>22;29-41>23;29-42>25;30-33>21;30-41>22;30-42>24;33-41>7;33-42>15;41-42>4,22:2 25:2 4:1 7:1 11:1 15:1 21:1 23:1 24:1 28:1 35:1 37:1 43:1,2,22 25,0,1,,,,0,,,0
114,113,4 9 28 33 36 45,4-9>29;4-28>7;4-33>35;4-36>32;4-45>38;9-28>2;9-33>45;9-36>42;9-45>33;28-33>23;28-36>29;28-45>17;33-36>12;33-45>9;36-45>3,29:2 2:1 3:1 7:1 9:1 12:1 17:1 23:1 32:1 33:1 35:1 38:1 42:1 45:1,1,29,0,1,,,,0,,,0
115,114,11 14 19 26 28 41,11-14>20;11-19>12;11-26>41;11-28>15;11-41>26;14-19>9;14-26>8;14-28>12;14-41>32;19-26>45;19-28>31;19-41>18;26-28>42;26-41>11;28-41>24,12:2 8:1 9:1 11:1 15:1 18:1 20:1 24:1 26:1 31:1 32:1 41:1 42:1 45:1,1,12,0,1,,,,0,,,0
116,115,1 2 6 9 25 28,1-2>24;1-6>26;1-9>20;1-25>4;1-28>10;2-6>19;2-9>28;2-25>3;2-28>9;6-9>30;6-25>14;6-28>5;9-25>11;9-28>2;25-28>34,2:1 3:1 4:1 5:1 9:1 10:1 11:1 14:1 19:1 20:1 24:1 26:1 28:1 30:1 34:1,0,,0,2,,,,0,,,0
117,116,2 4 25 31 34 37,2-4>18;2-25>3;2-31>33;2-34>45;2-37>42;4-25>1;4-31>37;4-34>19;4-37>31;25-31>22;25-34>28;25-37>19;31-34>10;31-37>4;34-37>13,19:2 1:1 3:1 4:1 10:1 13:1 18:1 22:1 28:1 31:1 33:1 37:1 42:1 45:1,1,19,0,1,,,,0,,,0
118,117,5 10 22 34 36 44,5-10>30;5-22>9;5-34>36;5-36>34;5-44>41;10-22>4;10-34>31;10-36>44;10-44>36;22-34>16;22-36>20;22-44>21;34-36>5;34-44>9;36-44>10,9:2 36:2 4:1 5:1 10:1 16:1 20:1 21:1 30:1 31:1 34:1 41:1 44:1,2,9 36,1,2,,,,0,,,0
119,118,3 4 10 17 19 22,3-4>26;3-10>29;3-17>1;3-19>5;3-22>11;4-10>22;4-17>15;4-19>34;4-22>10;10-17>9;10-19>13;10-22>4;17-19>33;17-22>42;19-22>43,1:1 4:1 5:1 9:1 10:1 11:1 13:1 15:1 22:1 26:1 29:1 33:1 34:1 42:1 43:1,0,,0,2,,,,0,,,0
120,119,3 11 13 14 17 21,3-11>22;3-13>23;3-14>16;3-17>1;3-21>9;11-13>27;11-14>20;11-17>8;11-21>1;13-14>21;13-17>6;13-21>14;14-17>5;14-21>13;17-21>34,1:2 5:1 6:1 8:1 9:1 13:1 14:1 16:1 20:1 21:1 22:1 23:1 27:1 34:1,1,1,0,1,,,,0,,,0
121,120,4 6 10 11 32 37,4-6>20;4-10>22;4-11>30;4-32>36;4-37>31;6-10>23;6-11>16;6-32>40;6-37>35;10-11>18;10-32>33;10-37>43;11-32>35;11-37>45;32-37>12,35:2 12:1 16:1 18:1 20:1 22:1 23:1 30:1 31:1 33:1 36:1 40:1 43:1 45:1,1,35,0,0,,,,0,,,0
122,121,12 28 30 34 38 43,12-28>14;12-30>3;12-34>35;12-38>31;12-43>41;28-30>44;28-34>25;28-38>18;28-43>13;30-34>23;30-38>16;30-43>26;34-38>6;34-43>1;38-43>3,3:2 1:1 6:1 13:1 14:1 16:1 18:1 23:1 25:1 26:1 31:1 35:1 41:1 44:1,1,3,0,0,,,,0,,,0
123,122,1 11 16 17 36 40,1-11>21;1-16>31;1-17>3;1-36>41;1-40>37;11-16>6;11-17>8;11-36>31;11-40>42;16-17>39;16-36>26;16-40>19;17-36>25;17-40>18;36-40>8,8:2 31:2 3:1 6:1 18:1 19:1 21:1 25:1 26:1 37:1 39:1 41:1 42:1,2,8 31,0,1,,,,0,,,0
124,123,7 17 18 28 30 45,7-17>12;7-18>14;7-28>4;7-30>8;7-45>44;17-18>40;17-28>45;17-30>31;17-45>28;18-28>38;18-30>39;18-45>27;28-30>44;28-45>17;30-45>15,44:2 4:1 8:1 12:1 14:1 15:1 17:1 27:1 28:1 31:1 38:1 39:1 40:1 45:1,1,44,0,0,,,,0,,,0
125,124,4 16 23 25 29 42,4-16>13;4-23>12;4-25>1;4-29>9;4-42>41;16-23>42;16-25>43;16-29>45;16-42>23;23-25>39;23-29>41;23-42>16;25-29>42;25-42>29;29-42>25,41:2 42:2 1:1 9:1 12:1 13:1 16:1 23:1 25:1 29:1 39:1 43:1 45:1,2,41 42,1,0,,,,0,,,0
126,125,2 8 32 33 35 36,2-8>20;2-32>17;2-33>31;2-35>44;2-36>43;8-32>44;8-33>43;8-35>41;8-36>40;32-33>10;32-35>11;32-36>4;33-35>4;33-36>12;35-36>13,4:2 43:2 44:2 10:1 11:1 12:1 13:1 17:1 20:1 31:1 40:1 41:1,3,4 43 44,0,0,4 43 44,,,1,1,,0
127,126,7 20 22 27 40 43,7-20>3;7-22>37;7-27>2;7-40>34;7-43>31;20-22>36;20-27>31;20-40>30;20-43>21;22-27>32;22-40>28;22-43>19;27-40>23;27-43>29;40-43>4,31:2 2:1 3:1 4:1 19:1 21:1 23:1 28:1 29:1 30:1 32:1 34:1 36:1 37:1,1,31,0,1,,,,0,,,0
128,127,3 5 10 29 32 43,3-5>19;3-10>29;3-29>10;3-32>34;3-43>38;5-10>30;5-29>8;5-32>38;5-43>42;10-29>3;10-32>33;10-43>37;29-32>20;29-43>27;32-43>15,38:2 3:1 8:1 10:1 15:1 19:1 20:1 27:1 29:1 30:1 33:1 34:1 37:1 42:1,1,38,0,0,,,,0,,,0
129,128,12 30 34 36 37 45,12-30>3;12-34>35;12-36>33;12-37>32;12-45>39;30-34>23;30-36>27;30-37>29;30-45>15;34-36>5;34-37>13;34-45>2;36-37>14;36-45>3;37-45>11,3:2 2:1 5:1 11:1 13:1 14:1 15:1 23:1 27:1 29:1 32:1 33:1 35:1 39:1,1,3,0,0,,,,0,,,0
130,129,19 23 25 28 38 42,19-23>36;19-25>37;19-28>31;19-38>27;19-42>20;23-25>39;23-28>33;23-38>8;23-42>16;25-28>34;25-38>21;25-42>29;28-38>18;28-42>26;38-42>10,8:1 10:1 16:1 18:1 20:1 21:1 26:1 27:1 29:1 31:1 33:1 34:1 36:1 37:1 39:1,0,,0,2,,,,0,,,0
131,130,7 19 24 27 42 45,7-19>1;7-24>11;7-27>2;7-42>32;7-45>44;19-24>44;19-27>38;19-42>20;19-45>26;24-27>33;24-42>30;24-45>21;27-42>12;27-45>18;42-45>6,44:2 1:1 2:1 6:1 11:1 12:1 18:1 20:1 21:1 26:1 30:1 32:1 33:1 38:1,1,44,0,0,,,,0,,,0
132,131,8 10 11 14 15 21,8-10>24;8-11>17;8-14>26;8-15>19;8-21>4;10-11>18;10-14>27;10-15>20;10-21>2;11-14>20;11-15>28;11-21>1;14-15>22;14-21>13;15-21>12,20:2 1:1 2:1 4:1 12:1 13:1 17:1 18:1 19:1 22:1 24:1 26:1 27:1 28:1,1,20,0,0,,,,0,,,0
133,132,3 17 23 34 41 45,3-17>1;3-23>13;3-34>32;3-41>40;3-45>36;17-23>35;17-34>21;17-41>20;17-45>28;23-34>30;23-41>29;23-45>22;34-41>15;34-45>2;41-45>13,13:2 1:1 2:1 15:1 20:1 21:1 22:1 28:1 29:1 30:1 32:1 35:1 36:1 40:1,1,13,0,1,,,,0,,,0
134,133,4 7 15 18 23 26,4-7>28;4-15>17;4-18>2;4-23>12;4-26>3;7-15>26;7-18>14;7-23>9;7-26>15;15-18>6;15-23>1;15-26>7;18-23>43;18-26>37;23-26>32,1:1 2:1 3:1 6:1 7:1 9:1 12:1 14:1 15:1 17:1 26:1 28:1 32:1 37:1 43:1,0,,0,1,,,,0,,,0
135,134,3 12 20 23 31 35,3-12>30;3-20>7;3-23>13;3-31>35;3-35>31;12-20>13;12-23>4;12-31>38;12-35>34;20-23>44;20-31>27;20-35>5;23-31>24;23-35>17;31-35>3,13:2 3:1 4:1 5:1 7:1 17:1 24:1 27:1 30:1 31:1 34:1 35:1 38:1 44:1,1,13,0,1,,,,0,,,0
136,135,6 14 22 28 35 39,6-14>25;6-22>8;6-28>5;6-35>37;6-39>33;14-22>15;14-28>12;14-35>38;14-39>34;22-28>40;22-35>18;22-39>26;28-35>27;28-39>20;35-39>7,5:1 7:1 8:1 12:1 15:1 18:1 20:1 25:1 26:1 27:1 33:1 34:1 37:1 38:1 40:1,0,,0,0,,,,0,,,0
137,136,2 16 30 36 41 42,2-16>15;2-30>13;2-36>43;2-41>38;2-42>37;16-30>38;16-36>26;16-41>21;16-42>23;30-36>27;30-41>22;30-42>24;36-41>1;36-42>9;41-42>4,38:2 1:1 4:1 9:1 13:1 15:1 21:1 22:1 23:1 24:1 26:1 27:1 37:1 43:1,1,38,0,1,,,,0,,,0
138,137,7 9 20 25 36 39,7-9>23;7-20>3;7-25>13;7-36>38;7-39>35;9-20>1;9-25>11;9-36>42;9-39>24;20-25>45;20-36>22;20-39>28;25-36>17;25-39>23;36-39>15,23:2 1:1 3:1 11:1 13:1 15:1 17:1 22:1 24:1 28:1 35:1 38:1 42:1 45:1,1,23,0,1,,,,0,,,0
139,138,10 11 27 28 37 39,10-11>18;10-27>14;10-28>1;10-37>43;10-39>41;11-27>13;11-28>15;11-37>45;11-39>43;27-28>35;27-37>17;27-39>21;28-37>16;28-39>20;37-39>8,43:2 1:1 8:1 13:1 14:1 15:1 16:1 17:1 18:1 20:1 21:1 35:1 41:1 45:1,1,43,0,2,,,,1,,,0
140,139,9 11 15 20 28 43,9-11>25;9-15>27;9-20>1;9-28>2;9-43>35;11-15>28;11-20>14;11-28>15;11-43>39;15-20>10;15-28>11;15-43>32;20-28>39;20-43>21;28-43>13,39:2 1:1 2:1 10:1 11:1 13:1 14:1 15:1 21:1 25:1 27:1 28:1 32:1 35:1,1,39,0,1,,,,0,,,0
141,140,3 13 17 18 19 28,3-13>23;3-17>1;3-18>33;3-19>5;3-28>8;13-17>6;13-18>8;13-19>10;13-28>43;17-18>40;17-19>33;17-28>45;18-19>41;18-28>38;19-28>31,8:2 33:2 1:1 5:1 6:1 10:1 23:1 31:1 38:1 40:1 41:1 43:1 45:1,2,8 33,0,0,,,,1,,,0
142,141,8 12 29 31 42 43,8-12>25;8-29>5;8-31>45;8-42>34;8-43>33;12-29>1;12-31>38;12-42>27;12-43>41;29-31>18;29-42>25;29-43>27;31-42>14;31-43>7;42-43>5,5:2 25:2 27:2 1:1 7:1 14:1 18:1 33:1 34:1 38:1 41:1 45:1,3,5 25 27,0,1,5 25 27,,,0,0,,0
143,142,12 16 30 34 40 44,12-16>5;12-30>3;12-34>35;12-40>44;12-44>40;16-30>38;16-34>22;16-40>19;16-44>27;30-34>23;30-40>20;30-44>28;34-40>7;34-44>9;40-44>12,3:1 5:1 7:1 9:1 12:1 19:1 20:1 22:1 23:1 27:1 28:1 35:1 38:1 40:1 44:1,0,,0,0,,,,0,,,0
144,143,26 27 28 42 43 45,26-27>34;26-28>42;26-42>28;26-43>30;26-45>19;27-28>35;27-42>12;27-43>29;27-45>18;28-42>26;28-43>13;28-45>17;42-43>5;42-45>6;43-45>14,5:1 6:1 12:1 13:1 14:1 17:1 18:1 19:1 26:1 28:1 29:1 30:1 34:1 35:1 42:1,0,,0,1,,,,0,,,0
145,144,4 15 17 26 36 37,4-15>17;4-17>15;4-26>3;4-36>32;4-37>31;15-17>4;15-26>7;15-36>39;15-37>38;17-26>44;17-36>25;17-37>27;26-36>16;26-37>18;36-37>14,3:1 4:1 7:1 14:1 15:1 16:1 17:1 18:1 25:1 27:1 31:1 32:1 38:1 39:1 44:1,0,,0,0,,,,0,,,0
146,145,2 3 13 20 27 44,2-3>25;2-13>30;2-20>8;2-27>7;2-44>35;3-13>23;3-20>7;3-27>6;3-44>37;13-20>12;13-27>11;13-44>42;20-27>31;20-44>23;27-44>16,7:2 23:2 6:1 8:1 11:1 12:1 16:1 25:1 30:1 31:1 35:1 37:1 42:1,2,7 23,0,2,,,,0,,,0
147,146,2 19 27 35 41 42,2-19>6;2-27>7;2-35>44;2-41>38;2-42>37;19-27>38;19-35>21;19-41>18;19-42>20;27-35>28;27-41>25;27-42>12;35-41>8;35-42>1;41-42>4,38:2 1:1 4:1 6:1 7:1 8:1 12:1 18:1 20:1 21:1 25:1 28:1 37:1 44:1,1,38,0,1,,,,0,,,0
