target_round,source_round,source_main6,pair_completions,vote_counts,candidate_count,candidates_ordered,source_member_candidate_count_r,source_target_intersection_c,research_A,research_B,leftovers,candidate_hit_count,A_exact_hit_count,B_exact_hit_count,future_leakage_flag
638,637,3 16 22 37 38 44,3-16>14;3-22>11;3-37>44;3-38>43;3-44>37;16-22>34;16-37>28;16-38>30;16-44>27;22-37>7;22-38>24;22-44>21;37-38>15;37-44>3;38-44>11,11:2 3:1 7:1 14:1 15:1 21:1 24:1 27:1 28:1 30:1 34:1 37:1 43:1 44:1,1,11,0,1,,,,0,,,0
639,638,7 18 22 24 31 34,7-18>14;7-22>37;7-24>11;7-31>43;7-34>40;18-22>35;18-24>36;18-31>29;18-34>20;22-24>38;22-31>25;22-34>16;24-31>23;24-34>29;31-34>10,29:2 10:1 11:1 14:1 16:1 20:1 23:1 25:1 35:1 36:1 37:1 38:1 40:1 43:1,1,29,0,1,,,,0,,,0
640,639,6 15 22 23 25 32,6-15>18;6-22>8;6-23>10;6-25>14;6-32>40;15-22>14;15-23>1;15-25>5;15-32>43;22-23>45;22-25>31;22-32>27;23-25>39;23-32>26;25-32>24,14:2 1:1 5:1 8:1 10:1 18:1 24:1 26:1 27:1 31:1 39:1 40:1 43:1 45:1,1,14,0,1,,,,1,,,0
641,640,14 15 18 21 26 35,14-15>22;14-18>7;14-21>13;14-26>8;14-35>38;15-18>6;15-21>12;15-26>7;15-35>40;18-21>42;18-26>37;18-35>22;21-26>31;21-35>19;26-35>29,7:2 22:2 6:1 8:1 12:1 13:1 19:1 29:1 31:1 37:1 38:1 40:1 42:1,2,7 22,0,2,,,,0,,,0
642,641,11 18 21 36 37 43,11-18>10;11-21>1;11-36>31;11-37>45;11-43>39;18-21>42;18-36>24;18-37>26;18-43>23;21-36>6;21-37>23;21-43>20;36-37>14;36-43>2;37-43>10,10:2 23:2 1:1 2:1 6:1 14:1 20:1 24:1 26:1 31:1 39:1 42:1 45:1,2,10 23,0,1,,,,0,,,0
643,642,8 17 18 24 39 45,8-17>11;8-18>13;8-24>10;8-39>37;8-45>31;17-18>40;17-24>43;17-39>16;17-45>28;18-24>36;18-39>30;18-45>27;24-39>9;24-45>21;39-45>12,9:1 10:1 11:1 12:1 13:1 16:1 21:1 27:1 28:1 30:1 31:1 36:1 37:1 40:1 43:1,0,,0,1,,,,0,,,0
644,643,15 24 31 32 33 40,15-24>3;15-31>44;15-32>43;15-33>42;15-40>35;24-31>23;24-32>25;24-33>27;24-40>26;31-32>9;31-33>2;31-40>13;32-33>10;32-40>6;33-40>14,2:1 3:1 6:1 9:1 10:1 13:1 14:1 23:1 25:1 26:1 27:1 35:1 42:1 43:1 44:1,0,,0,0,,,,0,,,0
645,644,5 13 17 23 28 36,5-13>24;5-17>14;5-23>11;5-28>6;5-36>34;13-17>6;13-23>3;13-28>43;13-36>35;17-23>35;17-28>45;17-36>25;23-28>33;23-36>19;28-36>29,6:2 35:2 3:1 11:1 14:1 19:1 24:1 25:1 29:1 33:1 34:1 43:1 45:1,2,6 35,0,0,,,,0,,,0
646,645,1 4 16 26 40 41,1-4>25;1-16>31;1-26>6;1-40>37;1-41>36;4-16>13;4-26>3;4-40>43;4-41>42;16-26>36;16-40>19;16-41>21;26-40>24;26-41>11;40-41>3,3:2 36:2 6:1 11:1 13:1 19:1 21:1 24:1 25:1 31:1 37:1 42:1 43:1,2,3 36,0,1,,,,0,,,0
647,646,2 9 24 41 43 45,2-9>28;2-24>1;2-41>38;2-43>36;2-45>34;9-24>39;9-41>37;9-43>35;9-45>33;24-41>28;24-43>17;24-45>21;41-43>12;41-45>13;43-45>14,28:2 1:1 12:1 13:1 14:1 17:1 21:1 33:1 34:1 35:1 36:1 37:1 38:1 39:1,1,28,0,1,,,,0,,,0
648,647,5 16 21 23 24 30,5-16>12;5-21>7;5-23>11;5-24>13;5-30>10;16-21>41;16-23>42;16-24>35;16-30>38;21-23>37;21-24>45;21-30>33;23-24>31;23-30>34;24-30>42,42:2 7:1 10:1 11:1 12:1 13:1 31:1 33:1 34:1 35:1 37:1 38:1 41:1 45:1,1,42,0,0,,,,0,,,0
649,648,13 19 28 37 38 43,13-19>10;13-28>43;13-37>34;13-38>33;13-43>28;19-28>31;19-37>25;19-38>27;19-43>22;28-37>16;28-38>18;28-43>13;37-38>15;37-43>10;38-43>3,10:2 3:1 13:1 15:1 16:1 18:1 22:1 25:1 27:1 28:1 31:1 33:1 34:1 43:1,1,10,0,0,,,,0,,,0
650,649,3 21 22 33 41 42,3-21>9;3-22>11;3-33>18;3-41>40;3-42>39;21-22>44;21-33>30;21-41>16;21-42>18;22-33>29;22-41>30;22-42>17;33-41>7;33-42>15;41-42>4,18:2 30:2 4:1 7:1 9:1 11:1 15:1 16:1 17:1 29:1 39:1 40:1 44:1,2,18 30,0,2,,,,0,,,0
651,650,3 4 7 11 31 41,3-4>26;3-7>20;3-11>22;3-31>35;3-41>40;4-7>28;4-11>30;4-31>37;4-41>42;7-11>24;7-31>43;7-41>33;11-31>36;11-41>26;31-41>6,26:2 6:1 20:1 22:1 24:1 28:1 30:1 33:1 35:1 36:1 37:1 40:1 42:1 43:1,1,26,0,1,,,,1,,,0
652,651,11 12 16 26 29 44,11-12>19;11-16>6;11-26>41;11-29>2;11-44>38;12-16>5;12-26>10;12-29>1;12-44>40;16-26>36;16-29>45;16-44>27;26-29>35;26-44>17;29-44>14,1:1 2:1 5:1 6:1 10:1 14:1 17:1 19:1 27:1 35:1 36:1 38:1 40:1 41:1 45:1,0,,0,1,,,,0,,,0
653,652,3 13 15 40 41 44,3-13>23;3-15>24;3-40>41;3-41>40;3-44>37;13-15>29;13-40>31;13-41>45;13-44>42;15-40>35;15-41>34;15-44>31;40-41>3;40-44>12;41-44>5,31:2 3:1 5:1 12:1 23:1 24:1 29:1 34:1 35:1 37:1 40:1 41:1 42:1 45:1,1,31,0,0,,,,0,,,0
654,653,5 6 26 27 38 39,5-6>28;5-26>2;5-27>4;5-38>32;5-39>31;6-26>1;6-27>3;6-38>34;6-39>33;26-27>34;26-38>20;26-39>22;27-38>19;27-39>21;38-39>1,1:2 34:2 2:1 3:1 4:1 19:1 20:1 21:1 22:1 28:1 31:1 32:1 33:1,2,1 34,0,1,,,,0,,,0
655,654,16 21 26 31 36 43,16-21>41;16-26>36;16-31>1;16-36>26;16-43>25;21-26>31;21-31>26;21-36>6;21-43>20;26-31>21;26-36>16;26-43>30;31-36>11;31-43>7;36-43>2,26:2 1:1 2:1 6:1 7:1 11:1 16:1 20:1 21:1 25:1 30:1 31:1 36:1 41:1,1,26,1,0,,,,0,,,0
656,655,7 37 38 39 40 44,7-37>22;7-38>36;7-39>35;7-40>34;7-44>45;37-38>15;37-39>8;37-40>1;37-44>3;38-39>1;38-40>9;38-44>11;39-40>2;39-44>4;40-44>12,1:2 2:1 3:1 4:1 8:1 9:1 11:1 12:1 15:1 22:1 34:1 35:1 36:1 45:1,1,1,0,2,,,,0,,,0
657,656,3 7 14 16 31 40,3-7>20;3-14>16;3-16>14;3-31>35;3-40>41;7-14>18;7-16>10;7-31>43;7-40>34;14-16>3;14-31>42;14-40>33;16-31>1;16-40>19;31-40>13,1:1 3:1 10:1 13:1 14:1 16:1 18:1 19:1 20:1 33:1 34:1 35:1 41:1 42:1 43:1,0,,0,2,,,,0,,,0
658,657,10 14 19 39 40 43,10-14>27;10-19>13;10-39>41;10-40>25;10-43>37;14-19>9;14-39>34;14-40>33;14-43>45;19-39>29;19-40>16;19-43>22;39-40>2;39-43>11;40-43>4,2:1 4:1 9:1 11:1 13:1 16:1 22:1 25:1 27:1 29:1 33:1 34:1 37:1 41:1 45:1,0,,0,1,,,,0,,,0
659,658,8 19 25 28 32 36,8-19>15;8-25>12;8-28>3;8-32>44;8-36>40;19-25>37;19-28>31;19-32>30;19-36>23;25-28>34;25-32>24;25-36>17;28-32>21;28-36>29;32-36>4,3:1 4:1 12:1 15:1 17:1 21:1 23:1 24:1 29:1 30:1 31:1 34:1 37:1 40:1 44:1,0,,0,1,,,,0,,,0
660,659,7 18 19 27 29 42,7-18>14;7-19>1;7-27>2;7-29>6;7-42>32;18-19>41;18-27>45;18-29>31;18-42>21;19-27>38;19-29>39;19-42>20;27-29>43;27-42>12;29-42>25,1:1 2:1 6:1 12:1 14:1 20:1 21:1 25:1 31:1 32:1 38:1 39:1 41:1 43:1 45:1,0,,0,0,,,,0,,,0
661,660,4 9 23 33 39 44,4-9>29;4-23>12;4-33>35;4-39>44;4-44>39;9-23>7;9-33>45;9-39>24;9-44>34;23-33>28;23-39>25;23-44>20;33-39>6;33-44>1;39-44>4,1:1 4:1 6:1 7:1 12:1 20:1 24:1 25:1 28:1 29:1 34:1 35:1 39:1 44:1 45:1,0,,0,0,,,,0,,,0
662,661,2 3 12 20 27 38,2-3>25;2-12>22;2-20>8;2-27>7;2-38>41;3-12>30;3-20>7;3-27>6;3-38>43;12-20>13;12-27>42;12-38>31;20-27>31;20-38>26;27-38>19,7:2 31:2 6:1 8:1 13:1 19:1 22:1 25:1 26:1 30:1 41:1 42:1 43:1,2,7 31,0,0,,,,0,,,0
663,662,5 6 9 11 15 37,5-6>28;5-9>22;5-11>23;5-15>25;5-37>33;6-9>30;6-11>16;6-15>18;6-37>35;9-11>25;9-15>27;9-37>41;11-15>28;11-37>45;15-37>38,25:2 28:2 16:1 18:1 22:1 23:1 27:1 30:1 33:1 35:1 38:1 41:1 45:1,2,25 28,0,1,,,,0,,,0
664,663,3 5 8 19 38 42,3-5>19;3-8>28;3-19>5;3-38>43;3-42>39;5-8>29;5-19>3;5-38>32;5-42>43;8-19>15;8-38>23;8-42>34;19-38>27;19-42>20;38-42>10,43:2 3:1 5:1 10:1 15:1 19:1 20:1 23:1 27:1 28:1 29:1 32:1 34:1 39:1,1,43,0,0,,,,0,,,0
665,664,10 20 33 36 41 44,10-20>15;10-33>32;10-36>44;10-41>39;10-44>36;20-33>16;20-36>22;20-41>17;20-44>23;33-36>12;33-41>7;33-44>1;36-41>1;36-44>10;41-44>5,1:2 5:1 7:1 10:1 12:1 15:1 16:1 17:1 22:1 23:1 32:1 36:1 39:1 44:1,1,1,0,1,,,,0,,,0
666,665,5 6 11 17 38 44,5-6>28;5-11>23;5-17>14;5-38>32;5-44>41;6-11>16;6-17>13;6-38>34;6-44>43;11-17>8;11-38>44;11-44>38;17-38>29;17-44>26;38-44>11,8:1 11:1 13:1 14:1 16:1 23:1 26:1 28:1 29:1 32:1 34:1 38:1 41:1 43:1 44:1,0,,0,3,,,,0,,,0
667,666,2 4 6 11 17 28,2-4>18;2-6>19;2-11>29;2-17>32;2-28>9;4-6>20;4-11>30;4-17>15;4-28>7;6-11>16;6-17>13;6-28>5;11-17>8;11-28>15;17-28>45,15:2 5:1 7:1 8:1 9:1 13:1 16:1 18:1 19:1 20:1 29:1 30:1 32:1 45:1,1,15,0,1,,,,1,,,0
668,667,15 17 25 37 42 43,15-17>4;15-25>5;15-37>38;15-42>33;15-43>32;17-25>36;17-37>27;17-42>22;17-43>24;25-37>19;25-42>29;25-43>16;37-42>2;37-43>10;42-43>5,5:2 2:1 4:1 10:1 16:1 19:1 22:1 24:1 27:1 29:1 32:1 33:1 36:1 38:1,1,5,0,1,,,,0,,,0
669,668,12 14 15 24 27 32,12-14>28;12-15>21;12-24>6;12-27>42;12-32>37;14-15>22;14-24>4;14-27>10;14-32>41;15-24>3;15-27>9;15-32>43;24-27>33;24-32>25;27-32>22,22:2 3:1 4:1 6:1 9:1 10:1 21:1 25:1 28:1 33:1 37:1 41:1 42:1 43:1,1,22,0,0,,,,0,,,0
670,669,7 8 20 29 33 38,7-8>30;7-20>3;7-29>6;7-33>41;7-38>36;8-20>2;8-29>5;8-33>43;8-38>23;20-29>32;20-33>16;20-38>26;29-33>22;29-38>17;33-38>13,2:1 3:1 5:1 6:1 13:1 16:1 17:1 22:1 23:1 26:1 30:1 32:1 36:1 41:1 43:1,0,,0,0,,,,0,,,0
671,670,11 18 26 27 40 41,11-18>10;11-26>41;11-27>13;11-40>42;11-41>26;18-26>37;18-27>45;18-40>17;18-41>19;26-27>34;26-40>24;26-41>11;27-40>23;27-41>25;40-41>3,3:1 10:1 11:1 13:1 17:1 19:1 23:1 24:1 25:1 26:1 34:1 37:1 41:1 42:1 45:1,0,,0,0,,,,0,,,0
672,671,7 9 10 13 31 35,7-9>23;7-10>16;7-13>25;7-31>43;7-35>39;9-10>17;9-13>26;9-31>32;9-35>43;10-13>19;10-31>34;10-35>45;13-31>40;13-35>36;31-35>3,43:2 3:1 16:1 17:1 19:1 23:1 25:1 26:1 32:1 34:1 36:1 39:1 40:1 45:1,1,43,0,1,,,,0,,,0
673,672,8 21 28 31 36 45,8-21>4;8-28>3;8-31>45;8-36>40;8-45>31;21-28>32;21-31>26;21-36>6;21-45>24;28-31>19;28-36>29;28-45>17;31-36>11;31-45>8;36-45>3,3:2 4:1 6:1 8:1 11:1 17:1 19:1 24:1 26:1 29:1 31:1 32:1 40:1 45:1,1,3,0,0,,,,0,,,0
674,673,7 10 17 29 33 44,7-10>16;7-17>12;7-29>6;7-33>41;7-44>45;10-17>9;10-29>3;10-33>32;10-44>36;17-29>38;17-33>19;17-44>26;29-33>22;29-44>14;33-44>1,1:1 3:1 6:1 9:1 12:1 14:1 16:1 19:1 22:1 26:1 32:1 36:1 38:1 41:1 45:1,0,,0,1,,,,0,,,0
675,674,9 10 14 25 27 31,9-10>17;9-14>19;9-25>11;9-27>15;9-31>32;10-14>27;10-25>40;10-27>14;10-31>34;14-25>6;14-27>10;14-31>42;25-27>41;25-31>22;27-31>20,6:1 10:1 11:1 14:1 15:1 17:1 19:1 20:1 22:1 27:1 32:1 34:1 40:1 41:1 42:1,0,,0,0,,,,0,,,0
676,675,1 8 11 15 18 45,1-8>27;1-11>21;1-15>23;1-18>5;1-45>32;8-11>17;8-15>19;8-18>13;8-45>31;11-15>28;11-18>10;11-45>37;15-18>6;15-45>30;18-45>27,27:2 5:1 6:1 10:1 13:1 17:1 19:1 21:1 23:1 28:1 30:1 31:1 32:1 37:1,1,27,0,3,,,,0,,,0
677,676,1 8 17 34 39 45,1-8>27;1-17>3;1-34>43;1-39>38;1-45>32;8-17>11;8-34>42;8-39>37;8-45>31;17-34>21;17-39>16;17-45>28;34-39>14;34-45>2;39-45>12,2:1 3:1 11:1 12:1 14:1 16:1 21:1 27:1 28:1 31:1 32:1 37:1 38:1 42:1 43:1,0,,0,0,,,,0,,,0
678,677,12 15 24 36 41 44,12-15>21;12-24>6;12-36>33;12-41>43;12-44>40;15-24>3;15-36>39;15-41>34;15-44>31;24-36>18;24-41>28;24-44>19;36-41>1;36-44>10;41-44>5,1:1 3:1 5:1 6:1 10:1 18:1 19:1 21:1 28:1 31:1 33:1 34:1 39:1 40:1 43:1,0,,0,1,,,,0,,,0
679,678,4 5 6 12 25 37,4-5>27;4-6>20;4-12>23;4-25>1;4-37>31;5-6>28;5-12>16;5-25>15;5-37>33;6-12>24;6-25>14;6-37>35;12-25>8;12-37>32;25-37>19,1:1 8:1 14:1 15:1 16:1 19:1 20:1 23:1 24:1 27:1 28:1 31:1 32:1 33:1 35:1,0,,0,1,,,,0,,,0
680,679,3 5 7 14 26 34,3-5>19;3-7>20;3-14>16;3-26>4;3-34>32;5-7>21;5-14>17;5-26>2;5-34>36;7-14>18;7-26>15;7-34>40;14-26>8;14-34>39;26-34>27,2:1 4:1 8:1 15:1 16:1 17:1 18:1 19:1 20:1 21:1 27:1 32:1 36:1 39:1 40:1,0,,0,0,,,,0,,,0
681,680,4 10 19 29 32 42,4-10>22;4-19>34;4-29>9;4-32>36;4-42>41;10-19>13;10-29>3;10-32>33;10-42>38;19-29>39;19-32>30;19-42>20;29-32>20;29-42>25;32-42>7,20:2 3:1 7:1 9:1 13:1 22:1 25:1 30:1 33:1 34:1 36:1 38:1 39:1 41:1,1,20,0,1,,,,0,,,0
682,681,21 24 27 29 43 44,21-24>45;21-27>39;21-29>40;21-43>20;21-44>22;24-27>33;24-29>34;24-43>17;24-44>19;27-29>43;27-43>29;27-44>16;29-43>27;29-44>14;43-44>6,6:1 14:1 16:1 17:1 19:1 20:1 22:1 27:1 29:1 33:1 34:1 39:1 40:1 43:1 45:1,0,,0,2,,,,0,,,0
683,682,17 23 27 35 38 43,17-23>35;17-27>37;17-35>23;17-38>29;17-43>24;23-27>40;23-35>17;23-38>8;23-43>18;27-35>28;27-38>19;27-43>29;35-38>14;35-43>9;38-43>3,29:2 3:1 8:1 9:1 14:1 17:1 18:1 19:1 23:1 24:1 28:1 35:1 37:1 40:1,1,29,0,1,,,,0,,,0
684,683,6 13 20 27 28 40,6-13>17;6-20>4;6-27>3;6-28>5;6-40>32;13-20>12;13-27>11;13-28>43;13-40>31;20-27>31;20-28>39;20-40>30;27-28>35;27-40>23;28-40>22,31:2 3:1 4:1 5:1 11:1 12:1 17:1 22:1 23:1 30:1 32:1 35:1 39:1 43:1,1,31,0,0,,,,0,,,0
685,684,1 11 15 17 25 39,1-11>21;1-15>23;1-17>3;1-25>4;1-39>38;11-15>28;11-17>8;11-25>9;11-39>43;15-17>4;15-25>5;15-39>36;17-25>36;17-39>16;25-39>23,4:2 23:2 36:2 3:1 5:1 8:1 9:1 16:1 21:1 28:1 38:1 43:1,3,4 23 36,0,0,4 23 36,,,0,0,,0
686,685,6 7 12 28 38 40,6-7>29;6-12>24;6-28>5;6-38>34;6-40>32;7-12>17;7-28>4;7-38>36;7-40>34;12-28>14;12-38>31;12-40>44;28-38>18;28-40>22;38-40>9,34:2 4:1 5:1 9:1 14:1 17:1 18:1 22:1 24:1 29:1 31:1 32:1 36:1 44:1,1,34,0,2,,,,0,,,0
687,686,7 12 15 24 25 43,7-12>17;7-15>26;7-24>11;7-25>13;7-43>31;12-15>21;12-24>6;12-25>8;12-43>41;15-24>3;15-25>5;15-43>32;24-25>32;24-43>17;25-43>16,17:2 32:2 3:1 5:1 6:1 8:1 11:1 13:1 16:1 21:1 26:1 31:1 41:1,2,17 32,0,0,,,,0,,,0
688,687,1 8 10 13 28 42,1-8>27;1-10>28;1-13>22;1-28>10;1-42>35;8-10>24;8-13>18;8-28>3;8-42>34;10-13>19;10-28>1;10-42>38;13-28>43;13-42>44;28-42>26,1:1 3:1 10:1 18:1 19:1 22:1 24:1 26:1 27:1 28:1 34:1 35:1 38:1 43:1 44:1,0,,0,0,,,,0,,,0
689,688,5 15 22 23 34 35,5-15>25;5-22>9;5-23>11;5-34>36;5-35>20;15-22>14;15-23>1;15-34>41;15-35>40;22-23>45;22-34>16;22-35>18;23-34>30;23-35>17;34-35>12,1:1 9:1 11:1 12:1 14:1 16:1 17:1 18:1 20:1 25:1 30:1 36:1 40:1 41:1 45:1,0,,0,0,,,,0,,,0
690,689,7 17 19 30 36 38,7-17>12;7-19>1;7-30>8;7-36>38;7-38>36;17-19>33;17-30>31;17-36>25;17-38>29;19-30>32;19-36>23;19-38>27;30-36>27;30-38>16;36-38>7,27:2 1:1 7:1 8:1 12:1 16:1 23:1 25:1 29:1 31:1 32:1 33:1 36:1 38:1,1,27,0,1,,,,0,,,0
691,690,24 25 33 34 38 39,24-25>32;24-33>27;24-34>29;24-38>22;24-39>9;25-33>26;25-34>28;25-38>21;25-39>23;33-34>11;33-38>13;33-39>6;34-38>6;34-39>14;38-39>1,6:2 1:1 9:1 11:1 13:1 14:1 21:1 22:1 23:1 26:1 27:1 28:1 29:1 32:1,1,6,0,1,,,,0,,,0
692,691,15 27 33 35 43 45,15-27>9;15-33>42;15-35>40;15-43>32;15-45>30;27-33>24;27-35>28;27-43>29;27-45>18;33-35>4;33-43>8;33-45>9;35-43>9;35-45>10;43-45>14,9:3 4:1 8:1 10:1 14:1 18:1 24:1 28:1 29:1 30:1 32:1 40:1 42:1,1,9,0,1,,,,0,,,0
693,692,3 11 14 15 32 36,3-11>22;3-14>16;3-15>24;3-32>34;3-36>45;11-14>20;11-15>28;11-32>35;11-36>31;14-15>22;14-32>41;14-36>37;15-32>43;15-36>39;32-36>4,22:2 4:1 16:1 20:1 24:1 28:1 31:1 34:1 35:1 37:1 39:1 41:1 43:1 45:1,1,22,0,1,,,,0,,,0
694,693,1 6 11 28 34 42,1-6>26;1-11>21;1-28>10;1-34>43;1-42>35;6-11>16;6-28>5;6-34>38;6-42>45;11-28>15;11-34>33;11-42>40;28-34>25;28-42>26;34-42>8,26:2 5:1 8:1 10:1 15:1 16:1 21:1 25:1 33:1 35:1 38:1 40:1 43:1 45:1,1,26,0,0,,,,0,,,0
695,694,7 15 20 25 33 43,7-15>26;7-20>3;7-25>13;7-33>41;7-43>31;15-20>10;15-25>5;15-33>42;15-43>32;20-25>45;20-33>16;20-43>21;25-33>26;25-43>16;33-43>8,16:2 26:2 3:1 5:1 8:1 10:1 13:1 21:1 31:1 32:1 41:1 42:1 45:1,2,16 26,0,1,,,,1,,,0
696,695,4 18 26 33 34 38,4-18>2;4-26>3;4-33>35;4-34>19;4-38>45;18-26>37;18-33>3;18-34>20;18-38>28;26-33>25;26-34>27;26-38>20;33-34>11;33-38>13;34-38>6,3:2 20:2 2:1 6:1 11:1 13:1 19:1 25:1 27:1 28:1 35:1 37:1 45:1,2,3 20,0,3,,,,0,,,0
697,696,1 7 16 18 34 38,1-7>19;1-16>31;1-18>5;1-34>43;1-38>39;7-16>10;7-18>14;7-34>40;7-38>36;16-18>32;16-34>22;16-38>30;18-34>20;18-38>28;34-38>6,5:1 6:1 10:1 14:1 19:1 20:1 22:1 28:1 30:1 31:1 32:1 36:1 39:1 40:1 43:1,0,,0,0,,,,0,,,0
698,697,2 5 8 11 33 39,2-5>26;2-8>20;2-11>29;2-33>31;2-39>40;5-8>29;5-11>23;5-33>37;5-39>31;8-11>17;8-33>43;8-39>37;11-33>34;11-39>43;33-39>6,29:2 31:2 37:2 43:2 6:1 17:1 20:1 23:1 26:1 34:1 40:1,4,29 31 37 43,0,2,29 31 37,,43,1,1,,0
699,698,3 11 13 21 33 37,3-11>22;3-13>23;3-21>9;3-33>18;3-37>44;11-13>27;11-21>1;11-33>34;11-37>45;13-21>14;13-33>38;13-37>34;21-33>30;21-37>23;33-37>5,23:2 34:2 1:1 5:1 9:1 14:1 18:1 22:1 27:1 30:1 38:1 44:1 45:1,2,23 34,0,1,,,,0,,,0
700,699,4 5 8 16 21 29,4-5>27;4-8>21;4-16>13;4-21>8;4-29>9;5-8>29;5-16>12;5-21>7;5-29>8;8-16>9;8-21>4;8-29>5;16-21>41;16-29>45;21-29>40,8:2 9:2 4:1 5:1 7:1 12:1 13:1 21:1 27:1 29:1 40:1 41:1 45:1,2,8 9,1,1,,,,0,,,0
701,700,11 23 28 29 30 44,11-23>5;11-28>15;11-29>2;11-30>4;11-44>38;23-28>33;23-29>41;23-30>34;23-44>20;28-29>36;28-30>44;28-44>30;29-30>37;29-44>14;30-44>28,2:1 4:1 5:1 14:1 15:1 20:1 28:1 30:1 33:1 34:1 36:1 37:1 38:1 41:1 44:1,0,,0,0,,,,0,,,0
702,701,3 10 14 16 36 38,3-10>29;3-14>16;3-16>14;3-36>45;3-38>43;10-14>27;10-16>7;10-36>44;10-38>42;14-16>3;14-36>37;14-38>35;16-36>26;16-38>30;36-38>7,7:2 3:1 14:1 16:1 26:1 27:1 29:1 30:1 35:1 37:1 42:1 43:1 44:1 45:1,1,7,0,2,,,,0,,,0
703,702,3 13 16 24 26 29,3-13>23;3-16>14;3-24>15;3-26>4;3-29>10;13-16>4;13-24>5;13-26>9;13-29>15;16-24>35;16-26>36;16-29>45;24-26>40;24-29>34;26-29>35,4:2 15:2 35:2 5:1 9:1 10:1 14:1 23:1 34:1 36:1 40:1 45:1,3,4 15 35,0,0,4 15 35,,,0,0,,0
704,703,10 28 31 33 41 44,10-28>1;10-31>34;10-33>32;10-41>39;10-44>36;28-31>19;28-33>23;28-41>24;28-44>30;31-33>2;31-41>6;31-44>15;33-41>7;33-44>1;41-44>5,1:2 2:1 5:1 6:1 7:1 15:1 19:1 23:1 24:1 30:1 32:1 34:1 36:1 39:1,1,1,0,1,,,,1,,,0
705,704,1 4 8 23 33 42,1-4>25;1-8>27;1-23>15;1-33>44;1-42>35;4-8>21;4-23>12;4-33>35;4-42>41;8-23>38;8-33>43;8-42>34;23-33>28;23-42>16;33-42>15,15:2 35:2 12:1 16:1 21:1 25:1 27:1 28:1 34:1 38:1 41:1 43:1 44:1,2,15 35,0,1,,,,0,,,0
706,705,1 6 17 22 28 45,1-6>26;1-17>3;1-22>13;1-28>10;1-45>32;6-17>13;6-22>8;6-28>5;6-45>42;17-22>42;17-28>45;17-45>28;22-28>40;22-45>23;28-45>17,13:2 42:2 3:1 5:1 8:1 10:1 17:1 23:1 26:1 28:1 32:1 40:1 45:1,2,13 42,0,2,,,,0,,,0
707,706,3 4 6 10 28 30,3-4>26;3-6>27;3-10>29;3-28>8;3-30>12;4-6>20;4-10>22;4-28>7;4-30>11;6-10>23;6-28>5;6-30>9;10-28>1;10-30>5;28-30>44,5:2 1:1 7:1 8:1 9:1 11:1 12:1 20:1 22:1 23:1 26:1 27:1 29:1 44:1,1,5,0,0,,,,0,,,0
708,707,2 12 19 24 39 44,2-12>22;2-19>6;2-24>1;2-39>40;2-44>35;12-19>11;12-24>6;12-39>45;12-44>40;19-24>44;19-39>29;19-44>24;24-39>9;24-44>19;39-44>4,6:2 40:2 1:1 4:1 9:1 11:1 19:1 22:1 24:1 29:1 35:1 44:1 45:1,2,6 40,0,2,,,,0,,,0
709,708,2 10 16 19 34 45,2-10>21;2-16>15;2-19>6;2-34>45;2-45>34;10-16>7;10-19>13;10-34>31;10-45>35;16-19>40;16-34>22;16-45>29;19-34>4;19-45>26;34-45>2,2:1 4:1 6:1 7:1 13:1 15:1 21:1 22:1 26:1 29:1 31:1 34:1 35:1 40:1 45:1,0,,0,1,,,,0,,,0
710,709,10 18 30 36 39 44,10-18>11;10-30>5;10-36>44;10-39>41;10-44>36;18-30>39;18-36>24;18-39>30;18-44>25;30-36>27;30-39>18;30-44>28;36-39>15;36-44>10;39-44>4,4:1 5:1 10:1 11:1 15:1 18:1 24:1 25:1 27:1 28:1 30:1 36:1 39:1 41:1 44:1,0,,0,0,,,,0,,,0
711,710,3 4 9 24 25 33,3-4>26;3-9>21;3-24>15;3-25>2;3-33>18;4-9>29;4-24>14;4-25>1;4-33>35;9-24>39;9-25>11;9-33>45;24-25>32;24-33>27;25-33>26,26:2 1:1 2:1 11:1 14:1 15:1 18:1 21:1 27:1 29:1 32:1 35:1 39:1 45:1,1,26,0,1,,,,0,,,0
712,711,11 15 24 35 37 45,11-15>28;11-24>7;11-35>32;11-37>45;11-45>37;15-24>3;15-35>40;15-37>38;15-45>30;24-35>16;24-37>20;24-45>21;35-37>6;35-45>10;37-45>11,3:1 6:1 7:1 10:1 11:1 16:1 20:1 21:1 28:1 30:1 32:1 37:1 38:1 40:1 45:1,0,,0,1,,,,0,,,0
713,712,17 20 30 31 33 45,17-20>41;17-30>31;17-31>30;17-33>19;17-45>28;20-30>40;20-31>27;20-33>16;20-45>25;30-31>17;30-33>21;30-45>15;31-33>2;31-45>8;33-45>9,2:1 8:1 9:1 15:1 16:1 17:1 19:1 21:1 25:1 27:1 28:1 30:1 31:1 40:1 41:1,0,,0,0,,,,0,,,0
714,713,2 5 15 18 19 23,2-5>26;2-15>16;2-18>4;2-19>6;2-23>14;5-15>25;5-18>1;5-19>3;5-23>11;15-18>6;15-19>8;15-23>1;18-19>41;18-23>43;19-23>36,1:2 6:2 3:1 4:1 8:1 11:1 14:1 16:1 25:1 26:1 36:1 41:1 43:1,2,1 6,0,0,,,,1,,,0
