round,date,k1,k2,k3,k4,k5,sales,price,sold_lines,source_file,source_sha256
344,20090704,7,23,1106,56496,960640,43838886000,1000,43838886,api-0090.json,5986c0e0ac6e8b608062f9db190133b9edb09a15a0e15b013f1ca4115da91744
345,20090711,2,38,1028,50722,884042,43530937000,1000,43530937,api-0090.json,5986c0e0ac6e8b608062f9db190133b9edb09a15a0e15b013f1ca4115da91744
346,20090718,5,26,1146,54509,923360,42862389000,1000,42862389,api-0090.json,5986c0e0ac6e8b608062f9db190133b9edb09a15a0e15b013f1ca4115da91744
347,20090725,7,38,1399,63761,1023184,44219740000,1000,44219740,api-0090.json,5986c0e0ac6e8b608062f9db190133b9edb09a15a0e15b013f1ca4115da91744
348,20090801,3,37,1222,65694,978637,42786310000,1000,42786310,api-0089.json,89366c2f5c1f63caec1729de9adfc0b77d74c7065ef7e3d4963e876adc949272
349,20090808,3,37,1168,59338,990178,43433870000,1000,43433870,api-0089.json,89366c2f5c1f63caec1729de9adfc0b77d74c7065ef7e3d4963e876adc949272
350,20090815,9,23,1197,57420,964952,42681094000,1000,42681094,api-0089.json,89366c2f5c1f63caec1729de9adfc0b77d74c7065ef7e3d4963e876adc949272
351,20090822,4,29,1137,55472,950273,43947492000,1000,43947492,api-0089.json,89366c2f5c1f63caec1729de9adfc0b77d74c7065ef7e3d4963e876adc949272
352,20090829,6,29,1166,58931,1006238,44719545000,1000,44719545,api-0089.json,89366c2f5c1f63caec1729de9adfc0b77d74c7065ef7e3d4963e876adc949272
353,20090905,2,29,1042,54217,928067,44552925000,1000,44552925,api-0089.json,89366c2f5c1f63caec1729de9adfc0b77d74c7065ef7e3d4963e876adc949272
354,20090912,5,34,1014,54318,930195,44709689000,1000,44709689,api-0089.json,89366c2f5c1f63caec1729de9adfc0b77d74c7065ef7e3d4963e876adc949272
355,20090919,5,24,1094,54130,925997,45017050000,1000,45017050,api-0089.json,89366c2f5c1f63caec1729de9adfc0b77d74c7065ef7e3d4963e876adc949272
356,20090926,9,37,1263,61162,996940,44684958000,1000,44684958,api-0089.json,89366c2f5c1f63caec1729de9adfc0b77d74c7065ef7e3d4963e876adc949272
357,20091003,2,27,1116,56547,980978,45232409000,1000,45232409,api-0089.json,89366c2f5c1f63caec1729de9adfc0b77d74c7065ef7e3d4963e876adc949272
358,20091010,3,44,1382,68247,1092528,45651829000,1000,45651829,api-0088.json,0d761b46e67477936b0c5fbc47ec3da6210215d53de498a5f4b2d8a11a643714
359,20091017,8,37,1656,73283,1097592,45288256000,1000,45288256,api-0088.json,0d761b46e67477936b0c5fbc47ec3da6210215d53de498a5f4b2d8a11a643714
360,20091024,3,33,1208,60311,1005187,45719032000,1000,45719032,api-0088.json,0d761b46e67477936b0c5fbc47ec3da6210215d53de498a5f4b2d8a11a643714
361,20091031,7,34,1463,67347,1068999,45062676000,1000,45062676,api-0088.json,0d761b46e67477936b0c5fbc47ec3da6210215d53de498a5f4b2d8a11a643714
362,20091107,6,26,1173,56798,974787,44336363000,1000,44336363,api-0088.json,0d761b46e67477936b0c5fbc47ec3da6210215d53de498a5f4b2d8a11a643714
363,20091114,4,33,1216,59672,998514,44863948000,1000,44863948,api-0088.json,0d761b46e67477936b0c5fbc47ec3da6210215d53de498a5f4b2d8a11a643714
364,20091121,4,37,1259,63195,1043314,44192004000,1000,44192004,api-0088.json,0d761b46e67477936b0c5fbc47ec3da6210215d53de498a5f4b2d8a11a643714
365,20091128,1,35,1181,62472,1014701,45806066000,1000,45806066,api-0088.json,0d761b46e67477936b0c5fbc47ec3da6210215d53de498a5f4b2d8a11a643714
366,20091205,2,39,1617,71467,1028514,45962166000,1000,45962166,api-0088.json,0d761b46e67477936b0c5fbc47ec3da6210215d53de498a5f4b2d8a11a643714
367,20091212,7,37,1049,55158,955212,46459307000,1000,46459307,api-0088.json,0d761b46e67477936b0c5fbc47ec3da6210215d53de498a5f4b2d8a11a643714
368,20091219,7,38,1195,57581,954346,43746046000,1000,43746046,api-0087.json,c4d20521e6f178843d5fd8c3cc9e4c0cd26715ecefb3bcddeee2985703e5b851
369,20091226,6,31,1157,59383,987272,46716275000,1000,46716275,api-0087.json,c4d20521e6f178843d5fd8c3cc9e4c0cd26715ecefb3bcddeee2985703e5b851
370,20100102,7,32,1168,60549,1058734,49762652000,1000,49762652,api-0087.json,c4d20521e6f178843d5fd8c3cc9e4c0cd26715ecefb3bcddeee2985703e5b851
371,20100109,7,29,1201,62102,1028012,45843166000,1000,45843166,api-0087.json,c4d20521e6f178843d5fd8c3cc9e4c0cd26715ecefb3bcddeee2985703e5b851
372,20100116,9,37,1368,62564,1038927,46167066000,1000,46167066,api-0087.json,c4d20521e6f178843d5fd8c3cc9e4c0cd26715ecefb3bcddeee2985703e5b851
373,20100123,4,29,1117,57659,987105,47095065000,1000,47095065,api-0087.json,c4d20521e6f178843d5fd8c3cc9e4c0cd26715ecefb3bcddeee2985703e5b851
374,20100130,2,27,1398,69786,1122320,48081319000,1000,48081319,api-0087.json,c4d20521e6f178843d5fd8c3cc9e4c0cd26715ecefb3bcddeee2985703e5b851
375,20100206,7,42,1279,64951,1096831,47864938000,1000,47864938,api-0087.json,c4d20521e6f178843d5fd8c3cc9e4c0cd26715ecefb3bcddeee2985703e5b851
376,20100213,6,51,1411,69450,1151878,50657096000,1000,50657096,api-0087.json,c4d20521e6f178843d5fd8c3cc9e4c0cd26715ecefb3bcddeee2985703e5b851
377,20100220,3,22,1198,58733,1009758,49218434000,1000,49218434,api-0087.json,c4d20521e6f178843d5fd8c3cc9e4c0cd26715ecefb3bcddeee2985703e5b851
378,20100227,5,30,1124,59742,1023866,48866964000,1000,48866964,api-0086.json,fd97f81def5295324e4b2fcb68f33e5a3a47d0a46c425374e2bea80889bbbb60
379,20100306,7,71,1342,62084,1022769,47537685000,1000,47537685,api-0086.json,fd97f81def5295324e4b2fcb68f33e5a3a47d0a46c425374e2bea80889bbbb60
380,20100313,4,42,1464,77583,1137404,47164371000,1000,47164371,api-0086.json,fd97f81def5295324e4b2fcb68f33e5a3a47d0a46c425374e2bea80889bbbb60
381,20100320,19,62,1981,82120,1211298,47943113000,1000,47943113,api-0086.json,fd97f81def5295324e4b2fcb68f33e5a3a47d0a46c425374e2bea80889bbbb60
382,20100327,6,32,1212,62267,1046779,47401288000,1000,47401288,api-0086.json,fd97f81def5295324e4b2fcb68f33e5a3a47d0a46c425374e2bea80889bbbb60
383,20100403,3,28,1251,60525,1010183,46067051000,1000,46067051,api-0086.json,fd97f81def5295324e4b2fcb68f33e5a3a47d0a46c425374e2bea80889bbbb60
384,20100410,3,41,1215,62090,1030160,46888942000,1000,46888942,api-0086.json,fd97f81def5295324e4b2fcb68f33e5a3a47d0a46c425374e2bea80889bbbb60
385,20100417,7,36,1235,62096,1026272,46243483000,1000,46243483,api-0086.json,fd97f81def5295324e4b2fcb68f33e5a3a47d0a46c425374e2bea80889bbbb60
386,20100424,10,59,1683,72203,1114222,45907331000,1000,45907331,api-0086.json,fd97f81def5295324e4b2fcb68f33e5a3a47d0a46c425374e2bea80889bbbb60
387,20100501,4,26,1177,58115,978618,45459960000,1000,45459960,api-0086.json,fd97f81def5295324e4b2fcb68f33e5a3a47d0a46c425374e2bea80889bbbb60
388,20100508,4,30,1269,61475,1036812,44308705000,1000,44308705,api-0085.json,1dc7a54daa3c01fb2b97dfaecb5125f794bc733ce87e61e4ba3a1b6f7c1ec8a6
389,20100515,5,36,1253,60800,1021691,45534027000,1000,45534027,api-0085.json,1dc7a54daa3c01fb2b97dfaecb5125f794bc733ce87e61e4ba3a1b6f7c1ec8a6
390,20100522,1,37,1087,55834,960968,44189673000,1000,44189673,api-0085.json,1dc7a54daa3c01fb2b97dfaecb5125f794bc733ce87e61e4ba3a1b6f7c1ec8a6
391,20100529,1,32,1337,60803,1013235,45161516000,1000,45161516,api-0085.json,1dc7a54daa3c01fb2b97dfaecb5125f794bc733ce87e61e4ba3a1b6f7c1ec8a6
392,20100605,6,30,1504,73927,1125811,45528684000,1000,45528684,api-0085.json,1dc7a54daa3c01fb2b97dfaecb5125f794bc733ce87e61e4ba3a1b6f7c1ec8a6
393,20100612,8,35,1072,55951,966901,45989116000,1000,45989116,api-0085.json,1dc7a54daa3c01fb2b97dfaecb5125f794bc733ce87e61e4ba3a1b6f7c1ec8a6
394,20100619,1,33,1204,56300,967784,45192337000,1000,45192337,api-0085.json,1dc7a54daa3c01fb2b97dfaecb5125f794bc733ce87e61e4ba3a1b6f7c1ec8a6
395,20100626,7,42,1420,64267,1038443,46192580000,1000,46192580,api-0085.json,1dc7a54daa3c01fb2b97dfaecb5125f794bc733ce87e61e4ba3a1b6f7c1ec8a6
396,20100703,2,34,1202,61586,1015292,45463736000,1000,45463736,api-0085.json,1dc7a54daa3c01fb2b97dfaecb5125f794bc733ce87e61e4ba3a1b6f7c1ec8a6
397,20100710,3,31,1366,66958,1089481,45890007000,1000,45890007,api-0085.json,1dc7a54daa3c01fb2b97dfaecb5125f794bc733ce87e61e4ba3a1b6f7c1ec8a6
398,20100717,4,31,1112,57405,968563,45427304000,1000,45427304,api-0084.json,17e15098a36b057fa88bdbc46fcc94fa14a6d55c143be4a3a97bd8ea30a85280
399,20100724,8,40,1462,76998,1150232,45551786000,1000,45551786,api-0084.json,17e15098a36b057fa88bdbc46fcc94fa14a6d55c143be4a3a97bd8ea30a85280
400,20100731,4,30,1254,59141,978194,45379731000,1000,45379731,api-0084.json,17e15098a36b057fa88bdbc46fcc94fa14a6d55c143be4a3a97bd8ea30a85280
401,20100807,9,29,1355,59599,949491,43491965000,1000,43491965,api-0084.json,17e15098a36b057fa88bdbc46fcc94fa14a6d55c143be4a3a97bd8ea30a85280
402,20100814,4,41,1271,62656,1034048,45002946000,1000,45002946,api-0084.json,17e15098a36b057fa88bdbc46fcc94fa14a6d55c143be4a3a97bd8ea30a85280
403,20100821,5,43,1321,63122,1030051,44911335000,1000,44911335,api-0084.json,17e15098a36b057fa88bdbc46fcc94fa14a6d55c143be4a3a97bd8ea30a85280
404,20100828,3,26,1273,63559,1050065,45389825000,1000,45389825,api-0084.json,17e15098a36b057fa88bdbc46fcc94fa14a6d55c143be4a3a97bd8ea30a85280
405,20100904,3,35,1283,63080,1056188,45220904000,1000,45220904,api-0084.json,17e15098a36b057fa88bdbc46fcc94fa14a6d55c143be4a3a97bd8ea30a85280
406,20100911,5,33,1442,66604,1065324,46062206000,1000,46062206,api-0084.json,17e15098a36b057fa88bdbc46fcc94fa14a6d55c143be4a3a97bd8ea30a85280
407,20100918,7,27,1268,65481,1108695,48429586000,1000,48429586,api-0084.json,17e15098a36b057fa88bdbc46fcc94fa14a6d55c143be4a3a97bd8ea30a85280
408,20100925,5,33,1244,62101,1039160,46406711000,1000,46406711,api-0083.json,2fe1bae8059eeaba77093b00ebb7674ce72fac0330634bdb2d6252f032384c45
409,20101002,4,36,1320,64123,1061106,47924584000,1000,47924584,api-0083.json,2fe1bae8059eeaba77093b00ebb7674ce72fac0330634bdb2d6252f032384c45
410,20101009,9,37,1303,65942,1088956,47467817000,1000,47467817,api-0083.json,2fe1bae8059eeaba77093b00ebb7674ce72fac0330634bdb2d6252f032384c45
411,20101016,12,36,1318,63403,1041554,47259122000,1000,47259122,api-0083.json,2fe1bae8059eeaba77093b00ebb7674ce72fac0330634bdb2d6252f032384c45
412,20101023,7,34,1223,59882,1016225,47066180000,1000,47066180,api-0083.json,2fe1bae8059eeaba77093b00ebb7674ce72fac0330634bdb2d6252f032384c45
413,20101030,4,36,1256,62797,1062284,46925724000,1000,46925724,api-0083.json,2fe1bae8059eeaba77093b00ebb7674ce72fac0330634bdb2d6252f032384c45
414,20101106,1,35,1220,58726,982817,46910990000,1000,46910990,api-0083.json,2fe1bae8059eeaba77093b00ebb7674ce72fac0330634bdb2d6252f032384c45
415,20101113,8,35,1587,71409,1114259,46746048000,1000,46746048,api-0083.json,2fe1bae8059eeaba77093b00ebb7674ce72fac0330634bdb2d6252f032384c45
416,20101120,10,32,1501,70470,1122015,46854806000,1000,46854806,api-0083.json,2fe1bae8059eeaba77093b00ebb7674ce72fac0330634bdb2d6252f032384c45
417,20101127,4,34,1181,58879,1001817,45968256000,1000,45968256,api-0083.json,2fe1bae8059eeaba77093b00ebb7674ce72fac0330634bdb2d6252f032384c45
418,20101204,8,46,1316,61748,1025606,47058055000,1000,47058055,api-0082.json,bbb84e9f563f7f51637abfdb64cdf21d973629ae997676ac1d4fe8a1c6c5757d
419,20101211,3,33,1194,60100,1012637,46508296000,1000,46508296,api-0082.json,bbb84e9f563f7f51637abfdb64cdf21d973629ae997676ac1d4fe8a1c6c5757d
420,20101218,8,35,1187,62929,1065564,47345476000,1000,47345476,api-0082.json,bbb84e9f563f7f51637abfdb64cdf21d973629ae997676ac1d4fe8a1c6c5757d
421,20101225,5,36,1203,62947,1050873,47752021000,1000,47752021,api-0082.json,bbb84e9f563f7f51637abfdb64cdf21d973629ae997676ac1d4fe8a1c6c5757d
422,20110101,6,21,1293,64044,1104218,52730602000,1000,52730602,api-0082.json,bbb84e9f563f7f51637abfdb64cdf21d973629ae997676ac1d4fe8a1c6c5757d
423,20110108,3,47,1432,69948,1150428,49668311000,1000,49668311,api-0082.json,bbb84e9f563f7f51637abfdb64cdf21d973629ae997676ac1d4fe8a1c6c5757d
424,20110115,10,51,1686,75456,1159669,48728445000,1000,48728445,api-0082.json,bbb84e9f563f7f51637abfdb64cdf21d973629ae997676ac1d4fe8a1c6c5757d
425,20110122,8,41,1297,66071,1110949,50459694000,1000,50459694,api-0082.json,bbb84e9f563f7f51637abfdb64cdf21d973629ae997676ac1d4fe8a1c6c5757d
426,20110129,4,63,1463,71102,1174590,51466592000,1000,51466592,api-0082.json,bbb84e9f563f7f51637abfdb64cdf21d973629ae997676ac1d4fe8a1c6c5757d
427,20110205,1,33,1415,71400,1184720,52511055000,1000,52511055,api-0082.json,bbb84e9f563f7f51637abfdb64cdf21d973629ae997676ac1d4fe8a1c6c5757d
428,20110212,9,30,1568,76003,1258031,54685007000,1000,54685007,api-0081.json,57e7856b0e6aaf469b001a2167c2340a4da096cb94f9f86cce5c37af1bcd186e
429,20110219,9,37,1389,68256,1150652,53993833000,1000,53993833,api-0081.json,57e7856b0e6aaf469b001a2167c2340a4da096cb94f9f86cce5c37af1bcd186e
430,20110226,8,45,1449,70039,1180669,53194872000,1000,53194872,api-0081.json,57e7856b0e6aaf469b001a2167c2340a4da096cb94f9f86cce5c37af1bcd186e
431,20110305,10,43,1337,66865,1115054,51661947000,1000,51661947,api-0081.json,57e7856b0e6aaf469b001a2167c2340a4da096cb94f9f86cce5c37af1bcd186e
432,20110312,5,48,1747,83754,1331414,52348574000,1000,52348574,api-0081.json,57e7856b0e6aaf469b001a2167c2340a4da096cb94f9f86cce5c37af1bcd186e
433,20110319,11,41,1278,65906,1112537,52396606000,1000,52396606,api-0081.json,57e7856b0e6aaf469b001a2167c2340a4da096cb94f9f86cce5c37af1bcd186e
434,20110326,8,37,1867,78263,1217852,51579439000,1000,51579439,api-0081.json,57e7856b0e6aaf469b001a2167c2340a4da096cb94f9f86cce5c37af1bcd186e
435,20110402,10,31,1426,67838,1122280,52341267000,1000,52341267,api-0081.json,57e7856b0e6aaf469b001a2167c2340a4da096cb94f9f86cce5c37af1bcd186e
436,20110409,8,44,1425,70742,1153313,50869017000,1000,50869017,api-0081.json,57e7856b0e6aaf469b001a2167c2340a4da096cb94f9f86cce5c37af1bcd186e
437,20110416,6,33,1286,64531,1080539,50798417000,1000,50798417,api-0081.json,57e7856b0e6aaf469b001a2167c2340a4da096cb94f9f86cce5c37af1bcd186e
438,20110423,9,41,1303,65010,1081763,50370042000,1000,50370042,api-0080.json,314f56517238c1e181561a58e8ff5115228286d76c065e1e3ba8bba040f36c70
439,20110430,6,33,1437,75335,1174597,49680708000,1000,49680708,api-0080.json,314f56517238c1e181561a58e8ff5115228286d76c065e1e3ba8bba040f36c70
440,20110507,6,41,1495,68428,1103401,49810778000,1000,49810778,api-0080.json,314f56517238c1e181561a58e8ff5115228286d76c065e1e3ba8bba040f36c70
441,20110514,4,42,1127,60027,1045164,50272122000,1000,50272122,api-0080.json,314f56517238c1e181561a58e8ff5115228286d76c065e1e3ba8bba040f36c70
442,20110521,9,27,1271,63699,1092813,51219943000,1000,51219943,api-0080.json,314f56517238c1e181561a58e8ff5115228286d76c065e1e3ba8bba040f36c70
443,20110528,9,41,1668,74414,1193233,51236072000,1000,51236072,api-0080.json,314f56517238c1e181561a58e8ff5115228286d76c065e1e3ba8bba040f36c70
444,20110604,3,26,1270,65611,1087892,50673529000,1000,50673529,api-0080.json,314f56517238c1e181561a58e8ff5115228286d76c065e1e3ba8bba040f36c70
445,20110611,7,28,1183,61433,1046503,50053080000,1000,50053080,api-0080.json,314f56517238c1e181561a58e8ff5115228286d76c065e1e3ba8bba040f36c70
446,20110618,3,41,1375,68198,1136546,50595241000,1000,50595241,api-0080.json,314f56517238c1e181561a58e8ff5115228286d76c065e1e3ba8bba040f36c70
447,20110625,4,31,1721,84363,1276737,49555042000,1000,49555042,api-0080.json,314f56517238c1e181561a58e8ff5115228286d76c065e1e3ba8bba040f36c70
448,20110702,3,35,1422,72122,1191936,51341262000,1000,51341262,api-0079.json,2ce1e57d912dac6eccd6d2ffef9804593a08b6aa1ac2d3c3be6fe9d01b41ac2a
449,20110709,3,39,1295,65963,1114025,50214272000,1000,50214272,api-0079.json,2ce1e57d912dac6eccd6d2ffef9804593a08b6aa1ac2d3c3be6fe9d01b41ac2a
450,20110716,6,34,1349,67461,1113967,49732036000,1000,49732036,api-0079.json,2ce1e57d912dac6eccd6d2ffef9804593a08b6aa1ac2d3c3be6fe9d01b41ac2a
451,20110723,13,31,1612,74696,1181075,49861167000,1000,49861167,api-0079.json,2ce1e57d912dac6eccd6d2ffef9804593a08b6aa1ac2d3c3be6fe9d01b41ac2a
452,20110730,9,48,1298,66864,1112471,48456758000,1000,48456758,api-0079.json,2ce1e57d912dac6eccd6d2ffef9804593a08b6aa1ac2d3c3be6fe9d01b41ac2a
453,20110806,5,36,1412,69250,1096036,48055125000,1000,48055125,api-0079.json,2ce1e57d912dac6eccd6d2ffef9804593a08b6aa1ac2d3c3be6fe9d01b41ac2a
454,20110813,7,43,1397,74480,1090420,48389211000,1000,48389211,api-0079.json,2ce1e57d912dac6eccd6d2ffef9804593a08b6aa1ac2d3c3be6fe9d01b41ac2a
455,20110820,7,32,1448,69056,1133097,48769851000,1000,48769851,api-0079.json,2ce1e57d912dac6eccd6d2ffef9804593a08b6aa1ac2d3c3be6fe9d01b41ac2a
456,20110827,7,39,1616,75858,1199612,49420681000,1000,49420681,api-0079.json,2ce1e57d912dac6eccd6d2ffef9804593a08b6aa1ac2d3c3be6fe9d01b41ac2a
457,20110903,10,47,1506,72524,1149591,49679052000,1000,49679052,api-0079.json,2ce1e57d912dac6eccd6d2ffef9804593a08b6aa1ac2d3c3be6fe9d01b41ac2a
458,20110910,8,52,1433,72902,1216672,53778256000,1000,53778256,api-0078.json,59900aa18af4d6be18a5f3b02431e7a5a5d6b5c0702a789eb0ab4472bba1f22e
459,20110917,7,46,1532,73084,1167264,49890095000,1000,49890095,api-0078.json,59900aa18af4d6be18a5f3b02431e7a5a5d6b5c0702a789eb0ab4472bba1f22e
460,20110924,4,30,1307,66799,1130818,51917635000,1000,51917635,api-0078.json,59900aa18af4d6be18a5f3b02431e7a5a5d6b5c0702a789eb0ab4472bba1f22e
461,20111001,6,32,1717,75605,1188529,50624588000,1000,50624588,api-0078.json,59900aa18af4d6be18a5f3b02431e7a5a5d6b5c0702a789eb0ab4472bba1f22e
462,20111008,8,39,1394,67106,1096569,49325555000,1000,49325555,api-0078.json,59900aa18af4d6be18a5f3b02431e7a5a5d6b5c0702a789eb0ab4472bba1f22e
463,20111015,0,37,1254,62251,1060512,49205151000,1000,49205151,api-0078.json,59900aa18af4d6be18a5f3b02431e7a5a5d6b5c0702a789eb0ab4472bba1f22e
464,20111022,13,78,3145,159899,2682564,126772274000,1000,126772274,api-0078.json,59900aa18af4d6be18a5f3b02431e7a5a5d6b5c0702a789eb0ab4472bba1f22e
465,20111029,7,46,1733,83244,1356052,57793294000,1000,57793294,api-0078.json,59900aa18af4d6be18a5f3b02431e7a5a5d6b5c0702a789eb0ab4472bba1f22e
466,20111105,9,55,1746,83132,1327403,58314753000,1000,58314753,api-0078.json,59900aa18af4d6be18a5f3b02431e7a5a5d6b5c0702a789eb0ab4472bba1f22e
467,20111112,9,33,1811,88314,1410192,57383906000,1000,57383906,api-0078.json,59900aa18af4d6be18a5f3b02431e7a5a5d6b5c0702a789eb0ab4472bba1f22e
468,20111119,9,33,1457,70701,1187572,55598552000,1000,55598552,api-0077.json,feec9d4fb3f044a385f61bf123e04092a1f6dc91f0a3f166c650377b18f59250
469,20111126,4,33,1277,65880,1125554,53364940000,1000,53364940,api-0077.json,feec9d4fb3f044a385f61bf123e04092a1f6dc91f0a3f166c650377b18f59250
470,20111203,3,27,1390,71706,1207572,53912965000,1000,53912965,api-0077.json,feec9d4fb3f044a385f61bf123e04092a1f6dc91f0a3f166c650377b18f59250
471,20111210,7,30,1219,63297,1096176,53492340000,1000,53492340,api-0077.json,feec9d4fb3f044a385f61bf123e04092a1f6dc91f0a3f166c650377b18f59250
472,20111217,7,23,1352,68212,1132776,51929207000,1000,51929207,api-0077.json,feec9d4fb3f044a385f61bf123e04092a1f6dc91f0a3f166c650377b18f59250
473,20111224,4,36,1313,67064,1148971,52867236000,1000,52867236,api-0077.json,feec9d4fb3f044a385f61bf123e04092a1f6dc91f0a3f166c650377b18f59250
474,20111231,15,48,1738,81500,1336085,58978482000,1000,58978482,api-0077.json,feec9d4fb3f044a385f61bf123e04092a1f6dc91f0a3f166c650377b18f59250
475,20120107,8,33,1486,75257,1238055,56043275000,1000,56043275,api-0077.json,feec9d4fb3f044a385f61bf123e04092a1f6dc91f0a3f166c650377b18f59250
476,20120114,4,34,1294,68643,1203577,55591819000,1000,55591819,api-0077.json,feec9d4fb3f044a385f61bf123e04092a1f6dc91f0a3f166c650377b18f59250
477,20120121,8,33,1474,73001,1256239,60801409000,1000,60801409,api-0077.json,feec9d4fb3f044a385f61bf123e04092a1f6dc91f0a3f166c650377b18f59250
478,20120128,14,35,1285,67069,1141261,54975901000,1000,54975901,api-0076.json,d4d8104c753a6c01cb7c7376be5fedaa3aaa88311221eae5a3af24e9de3d9a5f
479,20120204,6,34,1389,71489,1197119,54848834000,1000,54848834,api-0076.json,d4d8104c753a6c01cb7c7376be5fedaa3aaa88311221eae5a3af24e9de3d9a5f
480,20120211,4,50,1983,96288,1382163,55415681000,1000,55415681,api-0076.json,d4d8104c753a6c01cb7c7376be5fedaa3aaa88311221eae5a3af24e9de3d9a5f
481,20120218,3,34,1294,66695,1185827,55642616000,1000,55642616,api-0076.json,d4d8104c753a6c01cb7c7376be5fedaa3aaa88311221eae5a3af24e9de3d9a5f
482,20120225,7,30,1639,78522,1292139,56201452000,1000,56201452,api-0076.json,d4d8104c753a6c01cb7c7376be5fedaa3aaa88311221eae5a3af24e9de3d9a5f
483,20120303,5,53,1886,83480,1300537,55582659000,1000,55582659,api-0076.json,d4d8104c753a6c01cb7c7376be5fedaa3aaa88311221eae5a3af24e9de3d9a5f
484,20120310,6,32,1343,70285,1197263,55885979000,1000,55885979,api-0076.json,d4d8104c753a6c01cb7c7376be5fedaa3aaa88311221eae5a3af24e9de3d9a5f
485,20120317,9,33,1406,72785,1237898,55692878000,1000,55692878,api-0076.json,d4d8104c753a6c01cb7c7376be5fedaa3aaa88311221eae5a3af24e9de3d9a5f
486,20120324,13,29,1501,72658,1230904,54540823000,1000,54540823,api-0076.json,d4d8104c753a6c01cb7c7376be5fedaa3aaa88311221eae5a3af24e9de3d9a5f
487,20120331,8,46,1587,76639,1265088,55276503000,1000,55276503,api-0076.json,d4d8104c753a6c01cb7c7376be5fedaa3aaa88311221eae5a3af24e9de3d9a5f
488,20120407,10,33,1345,69224,1181353,54213092000,1000,54213092,api-0075.json,76aaa5c52e9e2a5abbf13c10394901cec51db0f6d31e0784c68abf42aa0aba72
489,20120414,6,52,1538,75822,1227452,53558490000,1000,53558490,api-0075.json,76aaa5c52e9e2a5abbf13c10394901cec51db0f6d31e0784c68abf42aa0aba72
490,20120421,7,29,1357,65961,1126965,52590121000,1000,52590121,api-0075.json,76aaa5c52e9e2a5abbf13c10394901cec51db0f6d31e0784c68abf42aa0aba72
491,20120428,4,31,1360,68290,1133544,53413874000,1000,53413874,api-0075.json,76aaa5c52e9e2a5abbf13c10394901cec51db0f6d31e0784c68abf42aa0aba72
492,20120505,5,40,1434,69327,1152057,51693454000,1000,51693454,api-0075.json,76aaa5c52e9e2a5abbf13c10394901cec51db0f6d31e0784c68abf42aa0aba72
493,20120512,9,27,1342,68608,1154415,53231838000,1000,53231838,api-0075.json,76aaa5c52e9e2a5abbf13c10394901cec51db0f6d31e0784c68abf42aa0aba72
494,20120519,12,40,1539,74174,1215736,53321589000,1000,53321589,api-0075.json,76aaa5c52e9e2a5abbf13c10394901cec51db0f6d31e0784c68abf42aa0aba72
495,20120526,6,44,1568,75762,1228344,53645960000,1000,53645960,api-0075.json,76aaa5c52e9e2a5abbf13c10394901cec51db0f6d31e0784c68abf42aa0aba72
496,20120602,4,46,1389,66873,1117856,52915804000,1000,52915804,api-0075.json,76aaa5c52e9e2a5abbf13c10394901cec51db0f6d31e0784c68abf42aa0aba72
497,20120609,6,30,1148,61101,1073640,52411585000,1000,52411585,api-0075.json,76aaa5c52e9e2a5abbf13c10394901cec51db0f6d31e0784c68abf42aa0aba72
498,20120616,4,35,1334,68471,1139612,52851253000,1000,52851253,api-0074.json,1366252aafe5afd05cc09a63920f2da45260331326f7f73dd88fa17f8ad2ca92
499,20120623,3,46,1514,76797,1252409,52767632000,1000,52767632,api-0074.json,1366252aafe5afd05cc09a63920f2da45260331326f7f73dd88fa17f8ad2ca92
500,20120630,9,68,1831,84979,1308863,54012267000,1000,54012267,api-0074.json,1366252aafe5afd05cc09a63920f2da45260331326f7f73dd88fa17f8ad2ca92
501,20120707,4,61,1639,77235,1272541,52717711000,1000,52717711,api-0074.json,1366252aafe5afd05cc09a63920f2da45260331326f7f73dd88fa17f8ad2ca92
502,20120714,6,31,1482,70160,1176131,54000640000,1000,54000640,api-0074.json,1366252aafe5afd05cc09a63920f2da45260331326f7f73dd88fa17f8ad2ca92
503,20120721,7,42,1292,69822,1198882,53572205000,1000,53572205,api-0074.json,1366252aafe5afd05cc09a63920f2da45260331326f7f73dd88fa17f8ad2ca92
504,20120728,9,29,1294,63257,1082365,51787037000,1000,51787037,api-0074.json,1366252aafe5afd05cc09a63920f2da45260331326f7f73dd88fa17f8ad2ca92
505,20120804,6,38,1440,69758,1144014,49103223000,1000,49103223,api-0074.json,1366252aafe5afd05cc09a63920f2da45260331326f7f73dd88fa17f8ad2ca92
506,20120811,3,33,1588,75289,1224774,52363311000,1000,52363311,api-0074.json,1366252aafe5afd05cc09a63920f2da45260331326f7f73dd88fa17f8ad2ca92
507,20120818,9,29,1473,73411,1230314,53638773000,1000,53638773,api-0074.json,1366252aafe5afd05cc09a63920f2da45260331326f7f73dd88fa17f8ad2ca92
508,20120825,8,31,1596,75460,1234049,54010391000,1000,54010391,api-0073.json,47b73afb91a5d7f56d3e94f864050898b268b72a53e99cfdffae8dce323357aa
509,20120901,5,34,1228,64934,1104261,53390358000,1000,53390358,api-0073.json,47b73afb91a5d7f56d3e94f864050898b268b72a53e99cfdffae8dce323357aa
510,20120908,5,25,1319,69724,1173715,53964992000,1000,53964992,api-0073.json,47b73afb91a5d7f56d3e94f864050898b268b72a53e99cfdffae8dce323357aa
