round,date,k1,k2,k3,k4,k5,sales,price,sold_lines,source_file,source_sha256
852,20190330,4,67,2328,114850,1876933,81470793000,1000,81470793,api-0039.json,e6244e52d227ea8453cf264274fb33ed77a42b35cde17593e81f43e01f031f60
853,20190406,7,90,2018,105158,1787511,82244370000,1000,82244370,api-0039.json,e6244e52d227ea8453cf264274fb33ed77a42b35cde17593e81f43e01f031f60
854,20190413,6,44,1865,99152,1716083,81823338000,1000,81823338,api-0039.json,e6244e52d227ea8453cf264274fb33ed77a42b35cde17593e81f43e01f031f60
855,20190420,9,61,2022,102532,1765328,82374732000,1000,82374732,api-0039.json,e6244e52d227ea8453cf264274fb33ed77a42b35cde17593e81f43e01f031f60
856,20190427,5,53,1949,104537,1700369,80496424000,1000,80496424,api-0039.json,e6244e52d227ea8453cf264274fb33ed77a42b35cde17593e81f43e01f031f60
857,20190504,15,62,2367,111971,1833940,80933117000,1000,80933117,api-0039.json,e6244e52d227ea8453cf264274fb33ed77a42b35cde17593e81f43e01f031f60
858,20190511,9,41,2075,106176,1789295,81366889000,1000,81366889,api-0038.json,880ca22c14cd57d038b849904fb9b0d53b47f3d4dba04d529de095ff7e53a5f0
859,20190518,11,51,1895,97729,1678945,80944223000,1000,80944223,api-0038.json,880ca22c14cd57d038b849904fb9b0d53b47f3d4dba04d529de095ff7e53a5f0
860,20190525,10,62,2339,128867,1882931,81846672000,1000,81846672,api-0038.json,880ca22c14cd57d038b849904fb9b0d53b47f3d4dba04d529de095ff7e53a5f0
861,20190601,4,65,2256,108644,1819899,81032551000,1000,81032551,api-0038.json,880ca22c14cd57d038b849904fb9b0d53b47f3d4dba04d529de095ff7e53a5f0
862,20190608,9,63,2042,104765,1755036,80609005000,1000,80609005,api-0038.json,880ca22c14cd57d038b849904fb9b0d53b47f3d4dba04d529de095ff7e53a5f0
863,20190615,7,64,2042,104949,1753097,81288540000,1000,81288540,api-0038.json,880ca22c14cd57d038b849904fb9b0d53b47f3d4dba04d529de095ff7e53a5f0
864,20190622,11,64,2467,122913,1957675,82220290000,1000,82220290,api-0038.json,880ca22c14cd57d038b849904fb9b0d53b47f3d4dba04d529de095ff7e53a5f0
865,20190629,13,52,2076,104626,1749234,81748217000,1000,81748217,api-0038.json,880ca22c14cd57d038b849904fb9b0d53b47f3d4dba04d529de095ff7e53a5f0
866,20190706,9,68,2035,104919,1770017,81961886000,1000,81961886,api-0038.json,880ca22c14cd57d038b849904fb9b0d53b47f3d4dba04d529de095ff7e53a5f0
867,20190713,5,57,2175,109516,1820552,81607190000,1000,81607190,api-0038.json,880ca22c14cd57d038b849904fb9b0d53b47f3d4dba04d529de095ff7e53a5f0
868,20190720,6,61,2152,109133,1789491,80549078000,1000,80549078,api-0037.json,d0ffe84299b754890f84901d4b14fffcb065d1da9993297bbd7e501c31342131
869,20190727,10,56,2210,108562,1814332,80268389000,1000,80268389,api-0037.json,d0ffe84299b754890f84901d4b14fffcb065d1da9993297bbd7e501c31342131
870,20190803,10,48,2033,102000,1705285,78688663000,1000,78688663,api-0037.json,d0ffe84299b754890f84901d4b14fffcb065d1da9993297bbd7e501c31342131
871,20190810,7,61,2231,108666,1792357,79527502000,1000,79527502,api-0037.json,d0ffe84299b754890f84901d4b14fffcb065d1da9993297bbd7e501c31342131
872,20190817,16,46,2018,99681,1715898,81002518000,1000,81002518,api-0037.json,d0ffe84299b754890f84901d4b14fffcb065d1da9993297bbd7e501c31342131
873,20190824,10,68,2375,123684,2001910,82375586000,1000,82375586,api-0037.json,d0ffe84299b754890f84901d4b14fffcb065d1da9993297bbd7e501c31342131
874,20190831,18,68,2240,110655,1830269,82990138000,1000,82990138,api-0037.json,d0ffe84299b754890f84901d4b14fffcb065d1da9993297bbd7e501c31342131
875,20190907,14,33,2278,105071,1726617,80635281000,1000,80635281,api-0037.json,d0ffe84299b754890f84901d4b14fffcb065d1da9993297bbd7e501c31342131
876,20190914,19,59,2427,112619,1856647,85088368000,1000,85088368,api-0037.json,d0ffe84299b754890f84901d4b14fffcb065d1da9993297bbd7e501c31342131
877,20190921,12,75,2167,109806,1867270,84584730000,1000,84584730,api-0037.json,d0ffe84299b754890f84901d4b14fffcb065d1da9993297bbd7e501c31342131
878,20190928,6,69,2971,129139,1994188,84183676000,1000,84183676,api-0036.json,0ce155489568dcfc5083df313818bf6d710e92289860d828be18d4e3103efcb3
879,20191005,6,77,2594,123497,1952277,83174251000,1000,83174251,api-0036.json,0ce155489568dcfc5083df313818bf6d710e92289860d828be18d4e3103efcb3
880,20191012,7,52,2332,114994,1939064,83862502000,1000,83862502,api-0036.json,0ce155489568dcfc5083df313818bf6d710e92289860d828be18d4e3103efcb3
881,20191019,8,67,2189,116952,1939849,84495552000,1000,84495552,api-0036.json,0ce155489568dcfc5083df313818bf6d710e92289860d828be18d4e3103efcb3
882,20191026,5,44,2082,109226,1839873,84351602000,1000,84351602,api-0036.json,0ce155489568dcfc5083df313818bf6d710e92289860d828be18d4e3103efcb3
883,20191102,15,65,2538,119613,1924209,85624171000,1000,85624171,api-0036.json,0ce155489568dcfc5083df313818bf6d710e92289860d828be18d4e3103efcb3
884,20191109,12,74,2207,108076,1817654,86554613000,1000,86554613,api-0036.json,0ce155489568dcfc5083df313818bf6d710e92289860d828be18d4e3103efcb3
885,20191116,13,56,2279,111832,1869359,83396319000,1000,83396319,api-0036.json,0ce155489568dcfc5083df313818bf6d710e92289860d828be18d4e3103efcb3
886,20191123,7,59,2140,109766,1768281,84186094000,1000,84186094,api-0036.json,0ce155489568dcfc5083df313818bf6d710e92289860d828be18d4e3103efcb3
887,20191130,8,66,2388,114719,1885924,84416872000,1000,84416872,api-0036.json,0ce155489568dcfc5083df313818bf6d710e92289860d828be18d4e3103efcb3
888,20191207,8,59,2453,123025,1990715,82777313000,1000,82777313,api-0035.json,d396a5c227268b1986c238aa6677961a56f61b907dddf82b27401f4bbdb683d3
889,20191214,10,60,2338,114198,1907477,86734222000,1000,86734222,api-0035.json,d396a5c227268b1986c238aa6677961a56f61b907dddf82b27401f4bbdb683d3
890,20191221,9,58,2376,114859,1915593,86693498000,1000,86693498,api-0035.json,d396a5c227268b1986c238aa6677961a56f61b907dddf82b27401f4bbdb683d3
891,20191228,7,77,2443,122132,1998623,89742677000,1000,89742677,api-0035.json,d396a5c227268b1986c238aa6677961a56f61b907dddf82b27401f4bbdb683d3
892,20200104,17,78,2709,134155,2155749,93091115000,1000,93091115,api-0035.json,d396a5c227268b1986c238aa6677961a56f61b907dddf82b27401f4bbdb683d3
893,20200111,9,58,2113,116062,1899696,87661567000,1000,87661567,api-0035.json,d396a5c227268b1986c238aa6677961a56f61b907dddf82b27401f4bbdb683d3
894,20200118,9,56,2331,116749,1971982,88465183000,1000,88465183,api-0035.json,d396a5c227268b1986c238aa6677961a56f61b907dddf82b27401f4bbdb683d3
895,20200125,12,58,2750,134059,2185782,96962255000,1000,96962255,api-0035.json,d396a5c227268b1986c238aa6677961a56f61b907dddf82b27401f4bbdb683d3
896,20200201,7,46,2586,128068,2066172,90461998000,1000,90461998,api-0035.json,d396a5c227268b1986c238aa6677961a56f61b907dddf82b27401f4bbdb683d3
897,20200208,13,62,2398,121076,1996656,88231474000,1000,88231474,api-0035.json,d396a5c227268b1986c238aa6677961a56f61b907dddf82b27401f4bbdb683d3
898,20200215,8,56,3240,137051,2005739,90067839000,1000,90067839,api-0034.json,4838544b337f6e61690ca9f6450698b86aa4352ad046ce6a47491ccf8861cd6a
899,20200222,6,53,2402,121900,1993765,85877347000,1000,85877347,api-0034.json,4838544b337f6e61690ca9f6450698b86aa4352ad046ce6a47491ccf8861cd6a
900,20200229,6,51,2385,113132,1872855,83639372000,1000,83639372,api-0034.json,4838544b337f6e61690ca9f6450698b86aa4352ad046ce6a47491ccf8861cd6a
901,20200307,9,67,2308,114451,1890747,84783962000,1000,84783962,api-0034.json,4838544b337f6e61690ca9f6450698b86aa4352ad046ce6a47491ccf8861cd6a
902,20200314,13,67,2372,119126,1945304,87501981000,1000,87501981,api-0034.json,4838544b337f6e61690ca9f6450698b86aa4352ad046ce6a47491ccf8861cd6a
903,20200321,13,49,2316,111981,1902821,88625160000,1000,88625160,api-0034.json,4838544b337f6e61690ca9f6450698b86aa4352ad046ce6a47491ccf8861cd6a
904,20200328,8,92,2337,115626,1938996,88938220000,1000,88938220,api-0034.json,4838544b337f6e61690ca9f6450698b86aa4352ad046ce6a47491ccf8861cd6a
905,20200404,7,77,2643,129133,2111090,90357634000,1000,90357634,api-0034.json,4838544b337f6e61690ca9f6450698b86aa4352ad046ce6a47491ccf8861cd6a
906,20200411,9,63,2369,117171,1988860,90948274000,1000,90948274,api-0034.json,4838544b337f6e61690ca9f6450698b86aa4352ad046ce6a47491ccf8861cd6a
907,20200418,7,67,2300,112189,1903128,89331282000,1000,89331282,api-0034.json,4838544b337f6e61690ca9f6450698b86aa4352ad046ce6a47491ccf8861cd6a
908,20200425,8,57,2161,108610,1858567,89923601000,1000,89923601,api-0033.json,e23ef39677dc168a922d3a98a35c385f91efdba7c19758b95abd7aeb7a82c6d7
909,20200502,11,63,2316,111558,1910295,89543261000,1000,89543261,api-0033.json,e23ef39677dc168a922d3a98a35c385f91efdba7c19758b95abd7aeb7a82c6d7
910,20200509,21,72,2694,128516,2074354,86308857000,1000,86308857,api-0033.json,e23ef39677dc168a922d3a98a35c385f91efdba7c19758b95abd7aeb7a82c6d7
911,20200516,10,58,2571,123236,2064778,89332410000,1000,89332410,api-0033.json,e23ef39677dc168a922d3a98a35c385f91efdba7c19758b95abd7aeb7a82c6d7
912,20200523,14,70,2547,125332,2030860,88599155000,1000,88599155,api-0033.json,e23ef39677dc168a922d3a98a35c385f91efdba7c19758b95abd7aeb7a82c6d7
913,20200530,16,66,2467,122530,1996371,89336949000,1000,89336949,api-0033.json,e23ef39677dc168a922d3a98a35c385f91efdba7c19758b95abd7aeb7a82c6d7
914,20200606,11,55,2585,122904,2006794,89558503000,1000,89558503,api-0033.json,e23ef39677dc168a922d3a98a35c385f91efdba7c19758b95abd7aeb7a82c6d7
915,20200613,6,63,2436,119025,1966167,87862418000,1000,87862418,api-0033.json,e23ef39677dc168a922d3a98a35c385f91efdba7c19758b95abd7aeb7a82c6d7
916,20200620,11,70,2184,111426,1857917,89133044000,1000,89133044,api-0033.json,e23ef39677dc168a922d3a98a35c385f91efdba7c19758b95abd7aeb7a82c6d7
917,20200627,10,47,2260,117542,2000201,88950867000,1000,88950867,api-0033.json,e23ef39677dc168a922d3a98a35c385f91efdba7c19758b95abd7aeb7a82c6d7
918,20200704,18,86,2718,137216,2183337,89200857000,1000,89200857,api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
919,20200711,5,56,2541,122864,2052965,90218056000,1000,90218056,api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
920,20200718,7,53,2348,117181,1984222,89805177000,1000,89805177,api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
921,20200725,17,72,2682,129993,2101238,89888341000,1000,89888341,api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
922,20200801,6,89,2876,136052,2097501,89266682000,1000,89266682,api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
923,20200808,8,56,2376,115877,1937187,87867402000,1000,87867402,api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
924,20200815,9,69,2198,113214,1920852,87708256000,1000,87708256,api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
925,20200822,12,68,2335,117863,1944019,87901067000,1000,87901067,api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
926,20200829,10,72,2923,133167,2085580,88372251000,1000,88372251,api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
927,20200905,6,63,2331,118446,1979589,91067752000,1000,91067752,api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
928,20200912,7,81,2639,121873,2011931,90818982000,1000,90818982,api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
929,20200919,16,91,3028,140880,2244712,92344620000,1000,92344620,api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
930,20200926,8,55,2776,128480,2124548,94518415000,1000,94518415,api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
931,20201003,8,54,2596,121943,2041653,95695802000,1000,95695802,api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
932,20201010,7,64,2420,120969,2067196,96049289000,1000,96049289,api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
933,20201017,8,63,2215,114043,1962088,93484851000,1000,93484851,api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
934,20201024,4,66,2359,116726,1985417,93028347000,1000,93028347,api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
935,20201031,13,120,2933,134376,2118071,93934898000,1000,93934898,api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
936,20201107,14,77,2864,140160,2252623,92246146000,1000,92246146,api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
937,20201114,11,57,2480,124141,2092601,93720454000,1000,93720454,api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
938,20201121,10,64,2531,124971,2096955,93452425000,1000,93452425,api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
939,20201128,13,67,2682,128408,2127595,93340002000,1000,93340002,api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
940,20201205,8,51,2329,123292,2087480,93920183000,1000,93920183,api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
941,20201212,16,87,3275,145544,2282851,94867600000,1000,94867600,api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
942,20201219,6,52,2473,120907,2045438,92731965000,1000,92731965,api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
943,20201226,7,74,2722,135763,2238429,100081432000,1000,100081432,api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
944,20210102,13,79,3057,147665,2440455,107181377000,1000,107181377,api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
945,20210109,13,71,2490,124224,2120882,94837109000,1000,94837109,api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
946,20210116,11,71,2949,138433,2224563,99380178000,1000,99380178,api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
947,20210123,18,58,3182,146908,2351804,99449916000,1000,99449916,api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
948,20210130,11,90,2905,137929,2252913,100519459000,1000,100519459,api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
949,20210206,10,65,2594,130363,2192075,100518909000,1000,100518909,api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
950,20210213,8,67,2886,146270,2422941,108870714000,1000,108870714,api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
951,20210220,14,72,2907,142335,2346154,102937006000,1000,102937006,api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
952,20210227,9,93,3039,141776,2304925,102355646000,1000,102355646,api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
953,20210306,14,102,3273,146120,2331848,99180891000,1000,99180891,api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
954,20210313,10,64,2657,132057,2214839,101455314000,1000,101455314,api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
955,20210320,12,71,2650,130744,2196889,99784736000,1000,99784736,api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
956,20210327,11,136,3053,144650,2325943,97065255000,1000,97065255,api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
957,20210403,11,61,2835,129545,2131893,96654698000,1000,96654698,api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
958,20210410,15,67,2470,131097,2168146,98635947000,1000,98635947,api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
959,20210417,8,75,2502,123802,2072896,97435835000,1000,97435835,api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
960,20210424,10,56,2569,129546,2180006,98784879000,1000,98784879,api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
961,20210501,9,73,2716,133764,2197136,97153309000,1000,97153309,api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
962,20210508,12,73,2581,126528,2119457,95956365000,1000,95956365,api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
963,20210515,15,68,3137,141987,2219439,95452215000,1000,95452215,api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
964,20210522,10,52,2447,123780,2061560,95549895000,1000,95549895,api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
965,20210529,7,46,2389,122129,2043257,96174650000,1000,96174650,api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
966,20210605,10,50,2352,115370,1980202,95640447000,1000,95640447,api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
967,20210612,4,69,2475,121200,2042462,94515565000,1000,94515565,api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
968,20210619,13,97,3116,148150,2329460,95924229000,1000,95924229,api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
969,20210626,20,56,2633,133079,2211803,96728751000,1000,96728751,api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
970,20210703,14,87,2479,124923,2061176,93268371000,1000,93268371,api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
971,20210710,6,62,2685,131409,2171694,94471924000,1000,94471924,api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
972,20210717,20,80,2570,126989,2122398,93916813000,1000,93916813,api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
973,20210724,8,42,2257,117757,2003966,93953872000,1000,93953872,api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
974,20210731,17,66,2636,129473,2149319,94146055000,1000,94146055,api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
975,20210807,9,61,2828,135604,2212347,94253719000,1000,94253719,api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
976,20210814,7,69,3085,142375,2270249,97492178000,1000,97492178,api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
977,20210821,14,82,2474,125781,2097459,95895844000,1000,95895844,api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
978,20210828,10,70,2826,133915,2217326,98855197000,1000,98855197,api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
979,20210904,14,79,3414,154980,2403760,99507886000,1000,99507886,api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
980,20210911,7,70,2819,135751,2237534,99593380000,1000,99593380,api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
981,20210918,13,65,2824,136630,2289650,105645424000,1000,105645424,api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
982,20210925,8,81,2931,139208,2291933,101344251000,1000,101344251,api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
983,20211002,10,78,2640,131780,2196308,101899006000,1000,101899006,api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
984,20211009,7,64,2596,128129,2149335,98762367000,1000,98762367,api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
985,20211016,10,62,2581,126523,2123240,98811446000,1000,98811446,api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
986,20211023,10,70,2793,133889,2231167,99041240000,1000,99041240,api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
987,20211030,10,73,2968,140004,2283682,100269530000,1000,100269530,api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
988,20211106,9,61,2663,129322,2139025,98606195000,1000,98606195,api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
989,20211113,4,63,2444,127891,2158436,96525658000,1000,96525658,api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
990,20211120,14,56,2858,129113,2169219,99567047000,1000,99567047,api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
991,20211127,8,110,2969,138068,2226394,98026282000,1000,98026282,api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
992,20211204,12,58,2373,124311,2105282,97066498000,1000,97066498,api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
993,20211211,6,70,2732,132583,2220620,99323653000,1000,99323653,api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
994,20211218,12,70,2803,137937,2216661,95530936000,1000,95530936,api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
995,20211225,7,69,2793,138372,2269218,100878455000,1000,100878455,api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
996,20220101,18,86,3313,155856,2546181,112624327000,1000,112624327,api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
997,20220108,19,85,3692,155887,2331995,102431961000,1000,102431961,api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
998,20220115,12,53,2648,129576,2227628,101681869000,1000,101681869,api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
999,20220122,16,67,2943,143217,2369326,102581351000,1000,102581351,api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1000,20220129,22,109,4018,180052,2747686,118628811000,1000,118628811,api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1001,20220205,12,66,2761,140255,2346904,103967487000,1000,103967487,api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1002,20220212,8,85,3193,155418,2436676,105795484000,1000,105795484,api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1003,20220219,14,66,2649,133896,2247475,103479378000,1000,103479378,api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1004,20220226,10,68,2785,140047,2340772,106112471000,1000,106112471,api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1005,20220305,12,84,2798,143067,2349017,103755249000,1000,103755249,api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1006,20220312,9,65,2487,131234,2288458,104542431000,1000,104542431,api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1007,20220319,9,70,2844,137134,2256573,101530003000,1000,101530003,api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1008,20220326,11,97,2826,141072,2311009,103727042000,1000,103727042,api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1009,20220402,15,69,2632,133476,2232525,103771363000,1000,103771363,api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1010,20220409,8,66,2781,136828,2278193,103011505000,1000,103011505,api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1011,20220416,11,76,2818,137485,2292065,101799373000,1000,101799373,api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1012,20220423,13,76,2882,141514,2324952,101948323000,1000,101948323,api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1013,20220430,5,79,2586,128697,2157701,101747653000,1000,101747653,api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1014,20220507,10,69,2849,143906,2372712,102396369000,1000,102396369,api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1015,20220514,8,102,2880,144321,2304033,102562683000,1000,102562683,api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1016,20220521,11,68,2686,132413,2202914,101583153000,1000,101583153,api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1017,20220528,7,70,2596,133621,2235724,101382790000,1000,101382790,api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1018,20220604,2,62,2693,130602,2216230,101151805000,1000,101151805,api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1019,20220611,50,75,5823,192646,2506493,102804882000,1000,102804882,api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1020,20220618,13,77,2817,138221,2300467,104996396000,1000,104996396,api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1021,20220625,12,56,2461,126484,2182497,101960162000,1000,101960162,api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
